MassiveID	filename	SampleType	SampleTypeSub1	SampleCollectionDateandTime	Country	LatitudeandLongitude	DepthorAltitudeMeters	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ENVOLocalScaleIndex	ENVOBroadScaleIndex	ENVOMediumScaleIndex	USI
MSV000097243	mzml files/mzML_NEG/Metsi_PPL_11.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_PPL_12.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_PPL_13.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.254483|23.39697	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_PPL_14.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.254483|23.39697	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_1.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19619|23.44262	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_2.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19619|23.44262	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_3.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19619|23.44262	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_4.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19619|23.44262	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_5.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.20665|23.40359	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_6.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.20665|23.40359	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_7.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.20665|23.40359	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_8.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.20665|23.40359	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_9.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_10.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_11.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_12.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_13.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.254483|23.39697	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_HLB_14.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.254483|23.39697	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_1.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19619|23.44262	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_2.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19619|23.44262	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_3.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19619|23.44262	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_4.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19619|23.44262	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_5.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.20665|23.40359	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_6.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.20665|23.40359	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_7.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.20665|23.40359	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_8.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.20665|23.40359	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_9.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_10.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_11.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_12.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.19476|23.4568	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_13.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.254483|23.39697	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Metsi_MCX_14.mzML	environmental	dissolvedorganicmatter_water_freshwater	07/05/2024	Botswana	-19.254483|23.39697	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (polymeric resin)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_21.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6265556|22.70088	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_24.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6265556|22.70088	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_27.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6265556|22.70088	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_30.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6265556|22.70088	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_33 .mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6332778|22.77202	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_36 .mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6332778|22.77202	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_39 .mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6332778|22.77202	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_42.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5515833|22.60001	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_45.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5515833|22.60001	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_48.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5515833|22.60001	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_51.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5515833|22.60001	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_54.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5001389|22.63133	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_57.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5001389|22.63133	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_60.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.4349167|23.00019	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_63.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.4349167|23.00019	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_66.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.4349167|23.00019	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_69.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.4103611|22.9955	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_70.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.4012778|23.01119	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_71.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.3974722|23.04397	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_72_Blank.mzML	blank_extraction	blank_extraction										2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_73_Blank.mzML	blank_extraction	blank_extraction										2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_22 .mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6265556|22.70088	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_25.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6265556|22.70088	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_28.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6265556|22.70088	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_31.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6265556|22.70088	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_34 .mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6332778|22.77202	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_37 .mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6332778|22.77202	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_40.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.6332778|22.77202	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_43.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5515833|22.60001	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_46.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5515833|22.60001	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_49.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5515833|22.60001	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
MSV000097243	mzml files/mzML_NEG/Babayani_DOC_52.mzML	environmental	dissolvedorganicmatter_water_freshwater	10/23/2020	Botswana	-18.5515833|22.60001	0.0	aquatic biome	liquid water				2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (negative)	reverse phase (C18)												
