MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	UBERONBodyPartName	BiologicalSex	AgeInYears	DOIDCommonName	HealthStatus
MSV000079777	BLANK_GA1_01_18148.mzXML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000079777	BLANK_GA1_01_17961.mzXML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000079777	BLANK_GA1_01_18056.mzXML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000079777	41_RD5.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	79_RG7.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	39_RD3.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	49_RE1.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	95_RH11.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	33_RC9.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	70_RF10.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	66_RF6.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	26_RC2.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	55_RE7.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	87_RH3.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	40_RD4.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	63_RF3.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	45_RD9.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	35_RC11.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	68_RF8.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	73_RG1.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	36_RC12.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	54_RE6.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	32_RC8.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	53_RE5.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	14_RB2.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	83_RG11.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	88_RH4.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	18_RB6.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	11_RA11.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	23_RB11.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	42_RD6.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	34_RC10.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	75_RG3.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	91_RH7.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	9_RA9.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	74_RG2.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	47_RD11.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	67_RF7.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
MSV000079777	17_RB5.mzXML	animal	biofluid	9606|Homo sapiens	feces			inflammatory bowel disease	
