MassiveID	filename	SampleType	ENVOEnvironmentMaterial	UBERONBodyPartName	NCBITaxonomy	LatitudeandLongitude	SampleCollectionDateandTime	DepthorAltitudeMeters	SampleTypeSub1	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	Country	HumanPopulationDensity	qiita_sample_name
MSV000082085	pos_Haweii_2016_100ml_4.mzXML	environmental	sea water	not applicable	not applicable	21.41311|-157.783	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000082085	pos_Haweii_2016_DOM_20.mzXML	environmental	sea water	not applicable	not applicable	21.41311|-157.783	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000082085	pos_Haweii_2016_100ml_16.mzXML	environmental	sea water	not applicable	not applicable	21.41818|-157.79	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000082085	pos_Haweii_2016_DOM_9.mzXML	environmental	sea water	not applicable	not applicable	21.41818|-157.79	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000082085	pos_Haweii_2016_100ml_10.mzXML	environmental	sea water	not applicable	not applicable	21.4494|-157.792	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000082085	pos_Haweii_2016_100ml_12.mzXML	environmental	sea water	not applicable	not applicable	21.45724|-157.82	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000082085	pos_Haweii_2016_100ml_27.mzXML	environmental	sea water	not applicable	not applicable	21.4578|-157.789	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000082085	pos_Haweii_2016_100ml_7.mzXML	environmental	sea water	not applicable	not applicable	21.45808|-157.798	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000082085	pos_Haweii_2016_100ml_8.mzXML	environmental	sea water	not applicable	not applicable	21.45955|-157.802	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000082085	pos_Haweii_2016_DOM_12.mzXML	environmental	sea water	not applicable	not applicable	21.45955|-157.802	12/1/2016	-1	dissolvedorganicmatter_water_saline	2016	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
