MassiveID	filename	SampleType	SampleTypeSub1	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_DEPTH	ATTRIBUTE_STATION	sample_code_rosetta	ATTRIBUTE_density	ATTRIBUTE_sal	ATTRIBUTE_Sbeox0ML/L	ATTRIBUTE_Sbeox0Mg/L	ATTRIBUTE_Sbeox0PS	ATTRIBUTE_PrDM	ATTRIBUTE_temp	ATTRIBUTE_conductivity	ATTRIBUTE_fl-eco-afl	ATTRIBUTE_turb	ATTRIBUTE_CStarTr0	ATTRIBUTE_par	ATTRIBUTE_spar	ATTRIBUTE_Leu_ratio	ATTRIBUTE_leu.ratio.st.des
MSV000095697	AN2WDOC_PPL_019_POS_blk.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/30/2022 09.00	not applicable	not applicable			not specified	MSV000095697_not specified	not specified	not applicable	not applicable	blank	ST07	AN2_ST07_BLK															
MSV000095697	AN2WDOC_PPL_020_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/31/2022 09.00	not applicable	not applicable	-67.695|-74.999	-5.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	surf	ST09	AN2_ST09_SURF	1026.973	33.55989	7.9515	11.36349	98.13523	5.505923	-0.05288	2.790981	0.922854	0.163631	90.35202	73.87862	191.8192	33.98033	22.03576
MSV000095697	AN2WDOC_PPL_021_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/31/2022 09.00	not applicable	not applicable	-67.695|-74.999	-33.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	DCM	ST09	AN2_ST09_DCM	1027.329	33.83399	7.786925	11.1283	96.29288	33.85825	-0.05134	2.813069	1.83785	0.147425	92.09879	6.790813	192.865	58.85671	43.20565
MSV000095697	AN2WDOC_PPL_026_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/01/2022 09.00	not applicable	not applicable	-62.566|-58.622	-5.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	surf	ST10	AN2_ST10_SURF	1027.207	33.90201	7.48299	10.69394	94.4918	5.827	0.73616	2.883101	2.78555	0.15139	89.17447	23.318	103.132	9.876569	5.998868
MSV000095697	AN2WDOC_PPL_027_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/01/2022 09.00	not applicable	not applicable	-62.566|-58.622	-50.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	DCM	ST10	AN2_ST10_DCM	1027.458	33.95762	7.78103	11.11987	98.4408	50.009	0.79428	2.894317	2.84977	0.15207	90.89676	0.133187	101.3071	24.33818	14.30388
MSV000095697	AN2WDOC_PPL_028_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/01/2022 09.00	not applicable	not applicable	-62.566|-58.622	-90.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	1% PAR	ST10	AN2_ST10_DEEP1	1027.942	34.22062	5.841078	8.347489	71.58522	92.35822	-0.49579	2.807475	0.065722	0.072744	97.99546	1e-12	92.38578		
MSV000095697	AN2WDOC_PPL_029_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/01/2022 09.00	not applicable	not applicable	-62.566|-58.622	-1000.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	depth 1	ST10	AN2_ST10_DEEP3	1032.54	34.73021	4.36194	6.23363	56.2427	1012.282	1.32682	3.042959	0.00646	0.06468	98.05421	1e-12	64.2723		
MSV000095697	AN2WDOC_PPL_030_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/01/2022 09.00	not applicable	not applicable	-62.566|-58.622	-2000.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	depth 2	ST10	AN2_ST10_DEEP4	1037.266	34.71284	4.621411	6.604444	58.72078	2033.112	0.758511	3.035101	0.005567	0.058722	97.95998	1e-12	48.22389		
MSV000095697	AN2WDOC_PPL_031_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/04/2022 09.00	not applicable	not applicable	-62.983|-60.266	-5.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	surf	ST11	AN2_ST11_SURF	1027.518	34.33609	7.5234	10.75168	96.559	4.9928	1.25255	2.96067	2.10104	0.16747	89.1769	64.8028	248.457	48.66281	19.79679
MSV000095697	AN2WDOC_PPL_032_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/04/2022 09.00	not applicable	not applicable	-62.983|-60.266	-36.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	DCM	ST11	AN2_ST11_DCM	1027.695	34.35116	7.38674	10.55641	94.5031	37.7997	1.12348	2.95228	2.28657	0.17807	89.09625	1.38024	282.492	40.24707	10.66756
MSV000095697	AN2WDOC_PPL_033_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/04/2022 09.00	not applicable	not applicable	-62.983|-60.266	-200.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	1% PAR	ST11	AN2_ST11_DEEP1	1028.699	34.50278	6.44957	9.2171	79.307	203.8969	-0.44426	2.837919	0.00117	0.09476	97.3172	1e-12	139.304		
MSV000095697	AN2WDOC_PPL_034_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/04/2022 09.00	not applicable	not applicable	-62.983|-60.266	-850.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	depth 1	ST11	AN2_ST11_DEEP2	1031.878	34.55261	6.29461	8.99564	76.3241	860.162	-0.98819	2.825065	-0.01303	0.08869	96.95509	1e-12	42.1599		
MSV000095697	AN2WDOC_PPL_035_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/04/2022 09.00	not applicable	not applicable	-62.983|-60.266	-1618.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	depth 2	ST11	AN2_ST11_DEEP3	1035.585	34.57344	6.806711	9.727444	81.28733	1640.591	-1.56259	2.811638	-0.01657	0.106478	96.90194	1e-12	78.822		
MSV000095697	AN2WDOC_PPL_036_POS_blk.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/04/2022 09.00	not applicable	not applicable			not specified	MSV000095697_not specified	not specified	not applicable	not applicable	blank	ST11	AN2_ST11_BLK															
MSV000095697	AN2WDOC_PPL_037_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/06/2022 09.00	not applicable	not applicable	-62.952|-60.645	-5.0	not specified	MSV000095697_not specified	not specified	not applicable	not applicable	surf	ST12	AN2_ST12_SURF	1027.62	34.3885	7.53141	10.76314	94.3769	5.0368	0.30871	2.884061	0.43331	0.10703	97.09796	77.4798	247.105	16.52423	4.250706
MSV000095697	AN2WDOC_PPL_038_POS_blk.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/06/2022 09.00	not applicable	not applicable			not specified	MSV000095697_not specified	not specified	not applicable	not applicable	blank	ST12	AN2_ST12_BLK															
MSV000095697	PROC_BLANK_001_POS.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/01/2022 09.01	not applicable	not applicable			not specified	MSV000095697_not specified	not specified	not applicable	not applicable	blank	blk																
MSV000095697	PROC_BLANK_002_POS.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/01/2022 09.02	not applicable	not applicable			not specified	MSV000095697_not specified	not specified	not applicable	not applicable	blank	blk																
MSV000095697	PROC_BLANK_003_POS.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2022	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	02/01/2022 09.03	not applicable	not applicable			not specified	MSV000095697_not specified	not specified	not applicable	not applicable	blank	blk																
