MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	MassSpectrometer	ChromatographyAndPhase	SampleExtractionMethod	IonizationSourceAndPolarity
MSV000094172	URIO BELIZEANUS UNR 51 0,46 neg.mzXML	microalgae	URIO	439316|Gambierdiscus belizeanus	6893 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO BELIZEANUS UNR 51 0,9 neg.mzXML	microalgae	URIO	439316|Gambierdiscus belizeanus	6894 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO BELIZEANUS UNR 58 0,26 neg.mzXML	microalgae	URIO	439316|Gambierdiscus belizeanus	6895 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO BELIZEANUS UNR 58 0,32 neg.mzXML	microalgae	URIO	439316|Gambierdiscus belizeanus	6896 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO EXCENTRICUS UNR 07 0,05 neg.mzXML	microalgae	URIO	986170|Gambierdiscus excentricus	6897 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO EXCENTRICUS UNR 08 0,37 neg.mzXML	microalgae	URIO	986170|Gambierdiscus excentricus	6898 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO EXCENTRICUS UNR 08 0,84 neg.mzXML	microalgae	URIO	986170|Gambierdiscus excentricus	6899 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO SILVAE UNR 30 0,18 neg.mzXML	microalgae	URIO	1550089|Gambierdiscus silvae	6900 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO AUSTRALES S08 2,1 neg.mzXML	microalgae	VIGO	439317|Gambierdiscus australes	6901 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO AUSTRALES S08 2,1_2 neg.mzXML	microalgae	VIGO	439317|Gambierdiscus australes	6902 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO AUSTRALES S08 2,3 neg.mzXML	microalgae	VIGO	439317|Gambierdiscus australes	6903 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO AUSTRALES S08 2,4 neg.mzXML	microalgae	VIGO	439317|Gambierdiscus australes	6904 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO AUSTRALES S08 2,7 neg.mzXML	microalgae	VIGO	439317|Gambierdiscus australes	6905 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO AUSTRALES S08MSMS it1 neg.mzXML	microalgae	VIGO	439317|Gambierdiscus australes	6906 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO AUSTRALES S08MSMS it2 neg.mzXML	microalgae	VIGO	439317|Gambierdiscus australes	6907 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO AUSTRALES S08MSMS it3 neg.mzXML	microalgae	VIGO	439317|Gambierdiscus australes	6908 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO AUSTRALES S08MSMS it4 neg.mzXML	microalgae	VIGO	439317|Gambierdiscus australes	6909 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO CAROLINIANUS VGO 1197 2,1 neg.mzXML	microalgae	VIGO	864182|Gambierdiscus carolinianus	6910 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO CAROLINIANUS VGO 1197 2,2 neg.mzXML	microalgae	VIGO	864182|Gambierdiscus carolinianus	6911 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO CAROLINIANUS VGO 1197 2,2neg.mzXML	microalgae	VIGO	864182|Gambierdiscus carolinianus	6912 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO CAROLINIANUS VGO 1197 2,5 neg.mzXML	microalgae	VIGO	864182|Gambierdiscus carolinianus	6913 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO CAROLINIANUS VGO 1197 2,7 neg.mzXML	microalgae	VIGO	864182|Gambierdiscus carolinianus	6914 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO CAROLININANUS 1197MSMS it1 neg.mzXML	microalgae	VIGO	864182|Gambierdiscus carolinianus	6915 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO CAROLININANUS 1197MSMS it2 neg.mzXML	microalgae	VIGO	864182|Gambierdiscus carolinianus	6916 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO CAROLININANUS 1197MSMS it3 neg.mzXML	microalgae	VIGO	864182|Gambierdiscus carolinianus	6917 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO CAROLININANUS 1197MSMS it4 neg.mzXML	microalgae	VIGO	864182|Gambierdiscus carolinianus	6918 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO EXCENTRICUS 791MSMS it1 neg.mzXML	microalgae	VIGO	986170|Gambierdiscus excentricus	6919 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO EXCENTRICUS 791MSMS it2 neg.mzXML	microalgae	VIGO	986170|Gambierdiscus excentricus	6920 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO EXCENTRICUS 791MSMS it3 neg.mzXML	microalgae	VIGO	986170|Gambierdiscus excentricus	6921 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO EXCENTRICUS 791MSMS it4 neg.mzXML	microalgae	VIGO	986170|Gambierdiscus excentricus	6922 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO EXCENTRICUS VGO 791 1 _2neg.mzXML	microalgae	VIGO	986170|Gambierdiscus excentricus	6923 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO EXCENTRICUS VGO 791 1 _3neg.mzXML	microalgae	VIGO	986170|Gambierdiscus excentricus	6924 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO EXCENTRICUS VGO 791 1 neg.mzXML	microalgae	VIGO	986170|Gambierdiscus excentricus	6925 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO EXCENTRICUS VGO 791 1,1 neg.mzXML	microalgae	VIGO	986170|Gambierdiscus excentricus	6926 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO EXCENTRICUS VGO 791 1,2 neg.mzXML	microalgae	VIGO	986170|Gambierdiscus excentricus	6927 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO SILVAE 1358MSMS it1 neg.mzXML	microalgae	VIGO	1550089|Gambierdiscus silvae	6928 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO SILVAE 1358MSMS it2 neg.mzXML	microalgae	VIGO	1550089|Gambierdiscus silvae	6929 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO SILVAE 1358MSMS it3 neg.mzXML	microalgae	VIGO	1550089|Gambierdiscus silvae	6930 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO SILVAE 1358MSMS it4 neg.mzXML	microalgae	VIGO	1550089|Gambierdiscus silvae	6931 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO SILVAE VGO 1358 2 neg.mzXML	microalgae	VIGO	1550089|Gambierdiscus silvae	6932 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO SILVAE VGO 1358 2,3 neg.mzXML	microalgae	VIGO	1550089|Gambierdiscus silvae	6933 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO SILVAE VGO 1358 2,4 neg.mzXML	microalgae	VIGO	1550089|Gambierdiscus silvae	6934 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO SILVAE VGO 1358 2,6 neg.mzXML	microalgae	VIGO	1550089|Gambierdiscus silvae	6935 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	VIGO SILVAE VGO 1358 2,9 neg.mzXML	microalgae	VIGO	1550089|Gambierdiscus silvae	6936 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
