MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	MassSpectrometer	ChromatographyAndPhase	SampleExtractionMethod	IonizationSourceAndPolarity
MSV000094172	IFR EXCENTRICUS PRG2 1,1_2 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6772 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS PRG2 1,2 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6773 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS PRG2 1,4 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6774 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS PRG2 1,5 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6775 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS PRG2MSMS it1 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6776 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS PRG2MSMS it2 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6777 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS PRG2MSMS it3 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6778 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS PRG2MSMS it4 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6779 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS UNR08 1,3 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6780 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS UNR08 1,5 2_2neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6781 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS UNR08 1,5 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6782 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS UNR08 1,5_2 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6783 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS UNR08 1,9 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6784 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS UNR08 MSMS it2 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6785 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS UNR08 MSMS it3 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6786 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS UNR08 MSMS it4 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6787 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	IFR EXCENTRICUS UNR08MSMS it1 neg.mzXML	microalgae	IFR	986170|Gambierdiscus excentricus	6788 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	Mix std MTX1 GambS inj1neg.mzXML	Standard	Standard		6789 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	Mix std MTX1 GambS inj2neg.mzXML	Standard	Standard		6790 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	Mix std MTX1 GambS inj3MSMS it1 neg.mzXML	Standard	Standard		6791 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	Mix std MTX1 GambS inj3MSMS it3 neg.mzXML	Standard	Standard		6792 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	Mix std MTX1 GambS inj3MSMS it4 neg.mzXML	Standard	Standard		6793 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	Mix std MTX1 GambS inj3neg.mzXML	Standard	Standard		6794 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	Mix std MTX1 GambS neg.mzXML	Standard	Standard		6795 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	Mix std MTX1 GambSMSMS it2 neg.mzXML	Standard	Standard		6796 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA AUSTRALES S08 0,9 neg.mzXML	microalgae	NOAA	439317|Gambierdiscus australes	6797 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA AUSTRALES S08 0,9_2 neg.mzXML	microalgae	NOAA	439317|Gambierdiscus australes	6798 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA AUSTRALES S08 1 neg.mzXML	microalgae	NOAA	439317|Gambierdiscus australes	6799 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA AUSTRALES S08 1,1 neg.mzXML	microalgae	NOAA	439317|Gambierdiscus australes	6800 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA AUSTRALES S08 1_2 neg.mzXML	microalgae	NOAA	439317|Gambierdiscus australes	6801 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA AUSTRALES S08MSMS it1 neg.mzXML	microalgae	NOAA	439317|Gambierdiscus australes	6802 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA AUSTRALES S08MSMS it2 neg.mzXML	microalgae	NOAA	439317|Gambierdiscus australes	6803 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA AUSTRALES S08MSMS it3 neg.mzXML	microalgae	NOAA	439317|Gambierdiscus australes	6804 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA AUSTRALES S08MSMS it4 neg.mzXML	microalgae	NOAA	439317|Gambierdiscus australes	6805 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA BELIZEANUS ST1F4 1 neg.mzXML	microalgae	NOAA	439316|Gambierdiscus belizeanus	6806 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA BELIZEANUS ST1F4 1,06 neg.mzXML	microalgae	NOAA	439316|Gambierdiscus belizeanus	6807 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA BELIZEANUS ST1F4 1,1 1_2neg.mzXML	microalgae	NOAA	439316|Gambierdiscus belizeanus	6808 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA BELIZEANUS ST1F4 1,1 neg.mzXML	microalgae	NOAA	439316|Gambierdiscus belizeanus	6809 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA BELIZEANUS ST1F4 1,7 neg.mzXML	microalgae	NOAA	439316|Gambierdiscus belizeanus	6810 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA BELIZEANUS ST1F4MSMS it1 neg.mzXML	microalgae	NOAA	439316|Gambierdiscus belizeanus	6811 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA BELIZEANUS ST1F4MSMS it2 neg.mzXML	microalgae	NOAA	439316|Gambierdiscus belizeanus	6812 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA BELIZEANUS ST1F4MSMS it3 neg.mzXML	microalgae	NOAA	439316|Gambierdiscus belizeanus	6813 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA BELIZEANUS ST1F4MSMS it4 neg.mzXML	microalgae	NOAA	439316|Gambierdiscus belizeanus	6814 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS DIVE1F4 1 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6815 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS DIVE1F4 1,1 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6816 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS DIVE1F4 1,2 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6817 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS DIVE1F4 1,2_2 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6818 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS DIVE1F4 1,4 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6819 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS DIVE1F4MSMS it1 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6820 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS DIVE1F4MSMS it2 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6821 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS DIVE1F4MSMS it3 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6822 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS DIVE1F4MSMS it4 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6823 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS ST1C5 1 1_2neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6824 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS ST1C5 1 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6825 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS ST1C5 1,2 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6826 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS ST1C5 1_2 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6827 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS ST1C5 1_3 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6828 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS ST1C5MSMS it1 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6829 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS ST1C5MSMS it2 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6830 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS ST1C5MSMS it3 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6831 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CARIBAEUS ST1C5MSMS it4 neg.mzXML	microalgae	NOAA	864185|Gambierdiscus caribaeus	6832 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS KEN 6 1 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6833 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS KEN 6 1,1 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6834 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS KEN 6 1,1_2 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6835 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS KEN 6 1,4 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6836 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS KEN6MSMS it1 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6837 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS KEN6MSMS it2 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6838 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS KEN6MSMS it3 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6839 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS KEN6MSMS it4 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6840 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS RROV5 1,2 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6841 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS RROV5 1,3 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6842 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS RROV5 1,4 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6843 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS RROV5 MSMS it2 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6844 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS RROV5 MSMS it3 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6845 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS RROV5 MSMS it4 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6846 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS RROV5 x neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6847 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA CAROLINIANUS RROV5MSMS it1 neg.mzXML	microalgae	NOAA	864182|Gambierdiscus carolinianus	6848 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA EXCENTRICUS BG5 1,05 neg.mzXML	microalgae	NOAA	986170|Gambierdiscus excentricus	6849 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA EXCENTRICUS BG5 1,07 neg.mzXML	microalgae	NOAA	986170|Gambierdiscus excentricus	6850 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA EXCENTRICUS BG5 1,13 neg.mzXML	microalgae	NOAA	986170|Gambierdiscus excentricus	6851 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA EXCENTRICUS BG5 x 1_2neg.mzXML	microalgae	NOAA	986170|Gambierdiscus excentricus	6852 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA EXCENTRICUS BG5 x neg.mzXML	microalgae	NOAA	986170|Gambierdiscus excentricus	6853 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA EXCENTRICUS BG5MSMS it1 neg.mzXML	microalgae	NOAA	986170|Gambierdiscus excentricus	6854 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA EXCENTRICUS BG5MSMS it2 neg.mzXML	microalgae	NOAA	986170|Gambierdiscus excentricus	6855 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA EXCENTRICUS BG5MSMS it3 neg.mzXML	microalgae	NOAA	986170|Gambierdiscus excentricus	6856 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	NOAA EXCENTRICUS BG5MSMS it4 neg.mzXML	microalgae	NOAA	986170|Gambierdiscus excentricus	6857 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QC1MSMS it1 neg.mzXML	Pool	Pool		6858 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QC4MSMS it1 neg.mzXML	Pool	Pool		6859 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QC4MSMS it2 neg.mzXML	Pool	Pool		6860 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QC4MSMS it3 neg.mzXML	Pool	Pool		6861 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QC4MSMS it4 neg.mzXML	Pool	Pool		6862 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj10neg.mzXML	Pool	Pool4		6863 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj1neg.mzXML	Pool	Pool4		6864 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj2neg.mzXML	Pool	Pool4		6865 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj3neg.mzXML	Pool	Pool4		6866 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj4neg.mzXML	Pool	Pool4		6867 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj5neg.mzXML	Pool	Pool4		6868 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj6neg.mzXML	Pool	Pool4		6869 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj7neg.mzXML	Pool	Pool4		6870 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj8neg.mzXML	Pool	Pool4		6871 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCdil inj9neg.mzXML	Pool	Pool4		6872 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj10neg.mzXML	Pool	Pool		6873 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj1neg.mzXML	Pool	Pool		6874 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj2neg.mzXML	Pool	Pool		6875 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj3neg.mzXML	Pool	Pool		6876 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj4neg.mzXML	Pool	Pool		6877 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj5neg.mzXML	Pool	Pool		6878 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj6neg.mzXML	Pool	Pool		6879 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj7neg.mzXML	Pool	Pool		6880 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj8neg.mzXML	Pool	Pool		6881 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	QCinj9neg.mzXML	Pool	Pool		6882 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO AUSTRALES S08 1,1 neg.mzXML	microalgae	URIO	439317|Gambierdiscus australes	6883 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO AUSTRALES S08 1,2 neg.mzXML	microalgae	URIO	439317|Gambierdiscus australes	6884 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO AUSTRALES S08 1,3 neg.mzXML	microalgae	URIO	439317|Gambierdiscus australes	6885 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO AUSTRALES S08 1,4 neg.mzXML	microalgae	URIO	439317|Gambierdiscus australes	6886 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO AUSTRALES S08 1,8 neg.mzXML	microalgae	URIO	439317|Gambierdiscus australes	6887 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO AUSTRALES S08MSMS it1 neg.mzXML	microalgae	URIO	439317|Gambierdiscus australes	6888 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO AUSTRALES S08MSMS it2 neg.mzXML	microalgae	URIO	439317|Gambierdiscus australes	6889 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO AUSTRALES S08MSMS it3 neg.mzXML	microalgae	URIO	439317|Gambierdiscus australes	6890 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO AUSTRALES S08MSMS it4 neg.mzXML	microalgae	URIO	439317|Gambierdiscus australes	6891 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
MSV000094172	URIO BELIZEANUS UNR 51 0,11 neg.mzXML	microalgae	URIO	439316|Gambierdiscus belizeanus	6892 iFunnel Q-TOF LC/MS|MS:1002783	reverse phase (C18)	methanol-water (9:1)	electrospray ionization (negative)
