MassiveID	filename	SampleType	ENVOEnvironmentMaterial	UBERONBodyPartName	NCBITaxonomy	LatitudeandLongitude	SampleCollectionDateandTime	DepthorAltitudeMeters	SampleTypeSub1	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	Country	HumanPopulationDensity	qiita_sample_name
MSV000085786	SD_10_2018_25_a.mzXML	environmental	sea water	not applicable	not applicable	32.75645|-117.26265	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_25_b.mzXML	environmental	sea water	not applicable	not applicable	32.75645|-117.26265	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_26_a.mzXML	environmental	sea water	not applicable	not applicable	32.75743|-117.25317	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_26_b.mzXML	environmental	sea water	not applicable	not applicable	32.75743|-117.25317	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_27_a.mzXML	environmental	sea water	not applicable	not applicable	32.75905|-117.24467	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_27_b.mzXML	environmental	sea water	not applicable	not applicable	32.75905|-117.24467	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_30_a.mzXML	environmental	sea water	not applicable	not applicable	32.76115|-117.2363	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_30_b.mzXML	environmental	sea water	not applicable	not applicable	32.76115|-117.2363	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_29_a.mzXML	environmental	sea water	not applicable	not applicable	32.7623|-117.24051	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_29_b.mzXML	environmental	sea water	not applicable	not applicable	32.7623|-117.24051	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_24_a.mzXML	environmental	sea water	not applicable	not applicable	32.76504|-117.26059	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_24_b.mzXML	environmental	sea water	not applicable	not applicable	32.76504|-117.26059	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_28_a.mzXML	environmental	sea water	not applicable	not applicable	32.76576|-117.24785	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_28_b.mzXML	environmental	sea water	not applicable	not applicable	32.76576|-117.24785	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_23_a.mzXML	environmental	sea water	not applicable	not applicable	32.77471|-117.26068	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_23_b.mzXML	environmental	sea water	not applicable	not applicable	32.77471|-117.26068	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_22_a.mzXML	environmental	sea water	not applicable	not applicable	32.78525|-117.26188	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_22_b.mzXML	environmental	sea water	not applicable	not applicable	32.78525|-117.26188	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_21_a.mzXML	environmental	sea water	not applicable	not applicable	32.7955|-117.26497	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_21_b.mzXML	environmental	sea water	not applicable	not applicable	32.7955|-117.26497	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_20_a.mzXML	environmental	sea water	not applicable	not applicable	32.80386|-117.27325	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_20_b.mzXML	environmental	sea water	not applicable	not applicable	32.80386|-117.27325	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_19_a.mzXML	environmental	sea water	not applicable	not applicable	32.81039|-117.27733	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_19_b.mzXML	environmental	sea water	not applicable	not applicable	32.81039|-117.27733	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_18_a.mzXML	environmental	sea water	not applicable	not applicable	32.81743|-117.28343	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_18_b.mzXML	environmental	sea water	not applicable	not applicable	32.81743|-117.28343	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_17_a.mzXML	environmental	sea water	not applicable	not applicable	32.82428|-117.286	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_17_b.mzXML	environmental	sea water	not applicable	not applicable	32.82428|-117.286	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085786	SD_10_2018_16_a.mzXML	environmental	sea water	not applicable	not applicable	32.83142|-117.2872	""	0	dissolvedorganicmatter_water_saline	2018	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
