MassiveID	filename	SampleType	SampleTypeSub1	SampleCollectionDateandTime	Country	LatitudeandLongitude	DepthorAltitudeMeters	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ENVOLocalScaleIndex	ENVOBroadScaleIndex	ENVOMediumScaleIndex	USI
MSV000095147	positive mzml/Samples/Pier2024_01.mzML	environmental	water_seawater	11/9/20 12:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000095147	positive mzml/Samples/Pier2024_02.mzML	environmental	water_seawater	11/9/20 12:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000095147	positive mzml/Samples/Pier2024_03.mzML	environmental	water_seawater	11/12/20 12:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000095147	positive mzml/Samples/Pier2024_04.mzML	environmental	water_seawater	11/12/20 12:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000095147	positive mzml/Samples/Pier2024_05.mzML	environmental	water_seawater	12/28/20 12:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000095147	positive mzml/Samples/Pier2024_06.mzML	environmental	water_seawater	12/28/20 12:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000095147	positive mzml/Samples/Pier2024_1.mzML	environmental	water_seawater	4/12/21 11:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000095147	positive mzml/Samples/Pier2024_2.mzML	environmental	water_seawater	4/26/21 14:45	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000095147	positive mzml/Samples/Pier2024_3.mzML	environmental	water_seawater	5/10/21 9:15	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000095147	positive mzml/Samples/Pier2024_4.mzML	environmental	water_seawater	5/24/21 12:45	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2024	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
