MassiveID	filename	qiita_sample_name	SampleCollectionDateandTime	YearOfAnalysis	SampleType	ENVOEnvironmentBiome	ATTRIBUTE_	ATTRIBUTE_empo_1	ATTRIBUTE_empo_2	ATTRIBUTE_empo_3	ATTRIBUTE_env_biome	ATTRIBUTE_env_feature	ENVOEnvironmentMaterial	ATTRIBUTE_env_package	ATTRIBUTE_geo_loc_name	Country	ATTRIBUTE_host_subject_id	LatitudeandLongitude	ATTRIBUTE_location	ATTRIBUTE_material	ATTRIBUTE_moisture	ATTRIBUTE_physical_specimen_location	ATTRIBUTE_physical_specimen_remaining	qiita_study_id	ATTRIBUTE_sample_type2	ATTRIBUTE_title	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_5-21.mzML	11950.loc2.MFGypsum.wet.TP4	07/25/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP4	41.83|-87.68	loc2	MFGypsum	wet	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-21.mzML	11950.loc2.MFGypsum.wet.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	loc2	MFGypsum	wet	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_7-21.mzML	11950.loc2.MFGypsum.wet.TP6	08/04/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP6	41.83|-87.68	loc2	MFGypsum	wet	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_1-22.mzML	11950.loc2.Plywood.dry.TP0	07/05/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP0	41.83|-87.68	loc2	Plywood	dry	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_2-18.mzML	11950.loc2.Plywood.dry.TP1	07/10/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP1	41.83|-87.68	loc2	Plywood	dry	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_3-18.mzML	11950.loc2.Plywood.dry.TP2	07/15/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP2	41.83|-87.68	loc2	Plywood	dry	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_4-18.mzML	11950.loc2.Plywood.dry.TP3	07/20/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP3	41.83|-87.68	loc2	Plywood	dry	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_5-18.mzML	11950.loc2.Plywood.dry.TP4	07/25/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP4	41.83|-87.68	loc2	Plywood	dry	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-18.mzML	11950.loc2.Plywood.dry.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	loc2	Plywood	dry	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_7-18.mzML	11950.loc2.Plywood.dry.TP6	08/04/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP6	41.83|-87.68	loc2	Plywood	dry	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_2-22.mzML	11950.loc2.Plywood.wet.TP1	07/10/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP1	41.83|-87.68	loc2	Plywood	wet	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_3-22.mzML	11950.loc2.Plywood.wet.TP2	07/15/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP2	41.83|-87.68	loc2	Plywood	wet	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_4-22.mzML	11950.loc2.Plywood.wet.TP3	07/20/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP3	41.83|-87.68	loc2	Plywood	wet	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_5-22.mzML	11950.loc2.Plywood.wet.TP4	07/25/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP4	41.83|-87.68	loc2	Plywood	wet	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-22.mzML	11950.loc2.Plywood.wet.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	loc2	Plywood	wet	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_7-22.mzML	11950.loc2.Plywood.wet.TP6	08/04/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP6	41.83|-87.68	loc2	Plywood	wet	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
