MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_SampleID	ATTRIBUTE_SampleName	ATTRIBUTE_PPL_LOT_Number	ATTRIBUTE_PPL_Box_Number	ATTRIBUTE_Project	ATTRIBUTE_Experiment	ATTRIBUTE_Experiment_Blanks	ATTRIBUTE_SampleType	ATTRIBUTE_SampleVolume_mL	ATTRIBUTE_Contact	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	Redissolved in [ul] 80% MeOH 1%FA	Comment	Flow rate	Pump set up	Link BCO-DMO	Sample_ID (BCO-DMO)	Sampling Strategy	Year	Lon	Lat	DateTime_local	ISO_DateTime_UTC	ContactTime	DOC_umol/L	Total_N_umol/L	Total_P_umol/L	Phosphate_umol/L	Silicate_umol/L	N_plus_N_umol/L	Ammonia_umol/L	PON_ug/L	POC_ug/L	PON15_permil	POC13_permil	Salinity	Temperature_C	PicoEukaryotes_cells/uL	Prochlorococcus_cells/uL	Synechococcus_cells/uL	Heterotrophs_cells/uL	M_C_ratio	BIX	HIX	FI	Ultra_Violet_Humic_like_RFU	Marine_Humic_like_RFU	Visible_Humic_like_RFU	Tryptophan_like_RFU	Tyrosine_like_RFU	Phenylalanine_like_RFU	Fulvic_Acid_like_RFU	Optical_Brighteners_RFU	Diesel_Band_II_RFU	Petroleum_like_RFU	Lignin_like_RFU	PARAFAC1	PARAFAC2	PARAFAC3	PARAFAC4	PARAFAC5	PARAFAC6
MSV000088021	Mo_2019_257.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.481|-149.841	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_257	SP1_Br4_B		SD 20	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP1_BR4	Lagrangian survey	2019.0	-149.841	-17.481	########	2019-05-16T20:31:00Z	0:44	67.6	4.423595	0.244823	0.153883	0.849937	0.33812	0.084517	3.030555	21.01642			36.16	28.6	9.591837	0.346939	10.4898	222.6122	1.204443	1.026051	0.373237	1.617381	0.011418	0.013152	0.010919	0.046948	0.03079	0.025692	0.005376	0.00894	0.003476	0.013158	0.049262	0.0629	0.026495	0.024672	0.022349	0.010964	0.01655
MSV000088021	Mo_2019_258.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4821|-149.84	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_258	SP1_Br5_A		SD 21	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP1_BR5	Lagrangian survey	2019.0	-149.84	-17.4821	########	2019-05-16T20:50:00Z	1:03	73.7	4.790464	0.231642	0.163871	1.28054	0.365248	0.364329	2.4801	19.70398			36.17	28.6	1.510204	0.183673	5.897959	169.1837	1.084936	1.126349	0.258698	1.661242	0.009237	0.009628	0.008874	0.046459	0.035264	0.046834	0.004665	0.007338	0.003155	0.010231	0.049598	0.074838	0.033861	0.020725	0.016311	0.008389	0.02479
MSV000088021	Mo_2019_259.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4821|-149.84	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_259	SP1_Br5_B		SD 22	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP1_BR5	Lagrangian survey	2019.0	-149.84	-17.4821	########	2019-05-16T20:50:00Z	1:03	73.7	4.790464	0.231642	0.163871	1.28054	0.365248	0.364329	2.4801	19.70398			36.17	28.6	1.510204	0.183673	5.897959	169.1837	1.084936	1.126349	0.258698	1.661242	0.009237	0.009628	0.008874	0.046459	0.035264	0.046834	0.004665	0.007338	0.003155	0.010231	0.049598	0.074838	0.033861	0.020725	0.016311	0.008389	0.02479
MSV000088021	Mo_2019_26.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	|	not applicable	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_26	Mu_IC_T12_2	6433236_02	SD_3	Moorea19	MuTANT	MuTANT	Incubate	800	Irina			80.0		8ml/min																																																
MSV000088021	Mo_2019_260.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4829|-149.838	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_260	SP1_Br6_A		SD 23	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP1_BR6	Lagrangian survey	2019.0	-149.838	-17.4829	########	2019-05-16T21:03:00Z	1:16	67.6	3.418674	0.188027	0.144842	0.759099	0.237596	0.189365	3.292276	21.92276			36.16	28.6	4.142857	0.367347	7.693878	194.6359	1.510272	1.497056	0.296243	1.503391	0.012065	0.017406	0.011525	0.044441	0.07568	0.047481	0.005279	0.00968	0.003275	0.012424	0.038725	0.042099	0.07354	0.027661	0.019929	0.010389	0.025755
MSV000088021	Mo_2019_261.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4829|-149.838	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_261	SP1_Br6_B		SD 24	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP1_BR6	Lagrangian survey	2019.0	-149.838	-17.4829	########	2019-05-16T21:03:00Z	1:16	67.6	3.418674	0.188027	0.144842	0.759099	0.237596	0.189365	3.292276	21.92276			36.16	28.6	4.142857	0.367347	7.693878	194.6359	1.510272	1.497056	0.296243	1.503391	0.012065	0.017406	0.011525	0.044441	0.07568	0.047481	0.005279	0.00968	0.003275	0.012424	0.038725	0.042099	0.07354	0.027661	0.019929	0.010389	0.025755
MSV000088021	Mo_2019_262.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4838|-149.836	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_262	SP1_Br7_A		SD 25	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP1_BR7	Lagrangian survey	2019.0	-149.836	-17.4838	########	2019-05-16T21:21:00Z	1:34	69.0	5.068703	0.141699	0.122737	0.941128	0.340907	0.753942	3.775203	24.91541			36.16	28.6	2.04	0.6	10.82	150.8	1.435123	2.061339	0.188882	1.613451	0.009254	0.013205	0.009201	0.07774	0.034521	0.030719	0.004796	0.007282	0.003283	0.011577	0.082327	0.115747	0.029891	0.013363	0.046298	0.008741	0.048038
MSV000088021	Mo_2019_263.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4838|-149.836	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_263	SP1_Br7_B		SD 26	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP1_BR7	Lagrangian survey	2019.0	-149.836	-17.4838	########	2019-05-16T21:21:00Z	1:34	69.0	5.068703	0.141699	0.122737	0.941128	0.340907	0.753942	3.775203	24.91541			36.16	28.6	2.04	0.6	10.82	150.8	1.435123	2.061339	0.188882	1.613451	0.009254	0.013205	0.009201	0.07774	0.034521	0.030719	0.004796	0.007282	0.003283	0.011577	0.082327	0.115747	0.029891	0.013363	0.046298	0.008741	0.048038
MSV000088021	Mo_2019_264.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4852|-149.833	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_264	SP1_Br8_A		SD 27	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP1_BR8	Lagrangian survey	2019.0	-149.833	-17.4852	########	2019-05-16T21:42:00Z	1:55	67.9	5.012702	0.257423	0.157717	1.544957	0.401016	0.12948	3.355482	21.74211			36.11	28.5	3.0	0.82	10.84	176.9	1.349345	1.175762	0.468122	1.608032	0.014224	0.018996	0.014078	0.062557	0.039546	0.026082	0.006667	0.011321	0.004629	0.016294	0.062916	0.064745	0.025322	0.030966	0.03816	0.013758	0.03333
MSV000088021	Mo_2019_265.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4852|-149.833	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_265	SP1_Br8_B		SD 28	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP1_BR8	Lagrangian survey	2019.0	-149.833	-17.4852	########	2019-05-16T21:42:00Z	1:55	67.9	5.012702	0.257423	0.157717	1.544957	0.401016	0.12948	3.355482	21.74211			36.11	28.5	3.0	0.82	10.84	176.9	1.349345	1.175762	0.468122	1.608032	0.014224	0.018996	0.014078	0.062557	0.039546	0.026082	0.006667	0.011321	0.004629	0.016294	0.062916	0.064745	0.025322	0.030966	0.03816	0.013758	0.03333
MSV000088021	Mo_2019_266.mzML	blank_extraction	blank_extraction	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	|	not applicable	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_266	SP2_Blank		SD 29	Moorea19	SpiffyLang	SpiffyLang_Blank	Blank	1000	Irina	marine biome	sea water	100.0		8ml/min																																																
MSV000088021	Mo_2019_267.mzML	blank_extraction	blank_extraction	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	|	not applicable	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_267	SP3_Blank		SD 30	Moorea19	SpiffyLang	SpiffyLang_Blank	Blank	1000	Irina	marine biome	sea water	100.0		8ml/min																																																
MSV000088021	Mo_2019_268.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4832|-149.84	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_268	SP2_Br9_A		SD 31	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_BR9	Lagrangian survey	2019.0	-149.84	-17.4832	########	2019-05-20T21:45:00Z	2:11	79.2	5.374721	0.262463	0.142807	1.426304	0.448305	0.250228	4.023923	28.83014			36.25	29.0	1.612245	1.22449	6.204082	121.8367	1.351822	1.683066	0.330428	1.588074	0.010254	0.014766	0.010923	0.054419	0.055199	0.024406	0.005226	0.008645	0.003485	0.012398	0.046552	0.056225	0.039981	0.023007	0.034129	0.010146	0.027446
MSV000088021	Mo_2019_269.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4832|-149.84	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_269	SP2_Br9_B		SD 32	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_BR9	Lagrangian survey	2019.0	-149.84	-17.4832	########	2019-05-20T21:45:00Z	2:11	79.2	5.374721	0.262463	0.142807	1.426304	0.448305	0.250228	4.023923	28.83014			36.25	29.0	1.612245	1.22449	6.204082	121.8367	1.351822	1.683066	0.330428	1.588074	0.010254	0.014766	0.010923	0.054419	0.055199	0.024406	0.005226	0.008645	0.003485	0.012398	0.046552	0.056225	0.039981	0.023007	0.034129	0.010146	0.027446
MSV000088021	Mo_2019_27.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	|	not applicable	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_27	Mu_IC_T12_3	6433236_02	SD_3	Moorea19	MuTANT	MuTANT	Incubate	800	Irina			80.0		8ml/min																																																
MSV000088021	Mo_2019_270.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4529|-149.843	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_270	SP2_OFF_A		SD 33	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_OFF	Spatial Survey	2019.0	-149.843	-17.4529	########	2019-05-20T20:42:31Z		78.3	4.648038	0.260718	0.116584	1.333705	0.013696	0.02	2.179221	28.47013					0.836735	2.265306	8.306122	198.9184	1.711475	1.063029	0.115595	2.341408	0.003136	0.004111	0.002402	0.033536	0.06646	0.004937	0.001409	0.001673	0.00066	0.003391	0.01379	0.050335	0.055293	0.005623	0.006473	0.002247	0.0
MSV000088021	Mo_2019_271.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4529|-149.843	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_271	SP2_OFF_B		SD 34	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_OFF	Spatial Survey	2019.0	-149.843	-17.4529	########	2019-05-20T20:42:31Z		78.3	4.648038	0.260718	0.116584	1.333705	0.013696	0.02	2.179221	28.47013					0.836735	2.265306	8.306122	198.9184	1.711475	1.063029	0.115595	2.341408	0.003136	0.004111	0.002402	0.033536	0.06646	0.004937	0.001409	0.001673	0.00066	0.003391	0.01379	0.050335	0.055293	0.005623	0.006473	0.002247	0.0
MSV000088021	Mo_2019_272.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4762|-149.842	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_272	SP2_Fr1_A		SD 35	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_FR1	Spatial Survey	2019.0	-149.842	-17.4762	########	2019-05-20T20:21:34Z		74.6	6.274256	0.248894	0.131258	5.189759	0.370079	0.276163	4.238318	22.61916					1.734694	4.734694	18.10204	319.6686	2.10042	1.184342	0.237771	1.595842	0.006109	0.010619	0.005056	0.034466	0.035256	0.001407	0.002509	0.004061	0.00177	0.005579	0.012989	0.049491	0.025178	0.018205	0.015673	0.003524	0.007652
MSV000088021	Mo_2019_273.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4762|-149.842	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_273	SP2_Fr1_B		SD 36	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_FR1	Spatial Survey	2019.0	-149.842	-17.4762	########	2019-05-20T20:21:34Z		74.6	6.274256	0.248894	0.131258	5.189759	0.370079	0.276163	4.238318	22.61916					1.734694	4.734694	18.10204	319.6686	2.10042	1.184342	0.237771	1.595842	0.006109	0.010619	0.005056	0.034466	0.035256	0.001407	0.002509	0.004061	0.00177	0.005579	0.012989	0.049491	0.025178	0.018205	0.015673	0.003524	0.007652
MSV000088021	Mo_2019_274.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.475|-149.843	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_274	SP2_Fr2_A		SD 37	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_FR2	Spatial Survey	2019.0	-149.843	-17.475	########	2019-05-20T20:26:26Z		77.5	4.260444	0.241915	0.128654	1.090765	0.120536	0.032842	3.282898	16.94406					1.8	4.16	9.68	261.5641	1.449577	1.381462	0.093361	1.044409	0.003643	0.004877	0.003364	0.051654	0.059255	0.015719	0.002662	0.002553	0.001455	0.006246	0.037312	0.09679	0.046021	0.007846	0.013261	0.004877	0.005229
MSV000088021	Mo_2019_275.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.475|-149.843	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_275	SP2_Fr2_B		SD 38	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_FR2	Spatial Survey	2019.0	-149.843	-17.475	########	2019-05-20T20:26:26Z		77.5	4.260444	0.241915	0.128654	1.090765	0.120536	0.032842	3.282898	16.94406					1.8	4.16	9.68	261.5641	1.449577	1.381462	0.093361	1.044409	0.003643	0.004877	0.003364	0.051654	0.059255	0.015719	0.002662	0.002553	0.001455	0.006246	0.037312	0.09679	0.046021	0.007846	0.013261	0.004877	0.005229
MSV000088021	Mo_2019_276.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4718|-149.844	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_276	SP2_Fr3_A		SD 39	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_FR3	Spatial Survey	2019.0	-149.844	-17.4718	########	2019-05-20T20:31:26Z			4.866308	0.242885	0.122264	2.137167	0.036179	0.02	2.478589	20.2796					1.265306	2.918367	9.183673	315.0408	2.691533	3.901612	0.224123	1.472123	0.004727	0.010648	0.003956	0.052503	0.029535	0.017557	0.002022	0.003446	0.001484	0.005749	0.04812	0.035097	0.021583	0.012074	0.046436	0.002454	0.056257
MSV000088021	Mo_2019_277.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4718|-149.844	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_277	SP2_Fr3_B		SD 40	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_FR3	Spatial Survey	2019.0	-149.844	-17.4718	########	2019-05-20T20:31:26Z			4.866308	0.242885	0.122264	2.137167	0.036179	0.02	2.478589	20.2796					1.265306	2.918367	9.183673	315.0408	2.691533	3.901612	0.224123	1.472123	0.004727	0.010648	0.003956	0.052503	0.029535	0.017557	0.002022	0.003446	0.001484	0.005749	0.04812	0.035097	0.021583	0.012074	0.046436	0.002454	0.056257
MSV000088021	Mo_2019_278.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4772|-149.843	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_278	SP2_Br1_A		SD 41	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_BR1	Lagrangian survey	2019.0	-149.843	-17.4772	########	2019-05-20T19:34:00Z	0:00	70.8	5.257429	0.251026	0.114738	1.46116	0.443288	0.1156	3.68254	26.43122			36.24	28.7	1.938776	1.857143	11.26531	248.8367	1.472624	2.413621	0.151804	1.549252	0.005372	0.00827	0.005616	0.051251	0.022696	0.000994	0.002637	0.004529	0.001848	0.006216	0.035906	0.092574	0.012823	0.010279	0.031055	0.004468	0.017341
MSV000088021	Mo_2019_279.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4772|-149.843	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_279	SP2_Br1_B		SD 42	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_BR1	Lagrangian survey	2019.0	-149.843	-17.4772	########	2019-05-20T19:34:00Z	0:00	70.8	5.257429	0.251026	0.114738	1.46116	0.443288	0.1156	3.68254	26.43122			36.24	28.7	1.938776	1.857143	11.26531	248.8367	1.472624	2.413621	0.151804	1.549252	0.005372	0.00827	0.005616	0.051251	0.022696	0.000994	0.002637	0.004529	0.001848	0.006216	0.035906	0.092574	0.012823	0.010279	0.031055	0.004468	0.017341
MSV000088021	Mo_2019_28.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	|	not applicable	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_28	Mu_TR_T12_1	6433236_02	SD_3	Moorea19	MuTANT	MuTANT	Incubate	800	Irina			80.0		8ml/min																																																
MSV000088021	Mo_2019_280.mzML	environmental	dissolvedorganicmatter_water_saline	not applicable	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable			not applicable	-17.4777|-149.843	0	not applicable	MSV000088021_not applicable	not applicable	not applicable	not applicable	Mo_2019_280	SP2_Br2_A		SD 43	Moorea19	SpiffyLang	SpiffyLang	Environmental	1000	Irina	marine biome	sea water	100.0		8ml/min		https://www.bco-dmo.org/dataset/942884	2019_SP2_BR2	Lagrangian survey	2019.0	-149.843	-17.4777	########	2019-05-20T19:44:00Z	0:10	70.9	5.442627	0.303557	0.143186	1.543548	0.421734	0.084191	4.022222	24.07654			36.25	28.7	1.3	1.84	10.76	211.1	1.438182	1.973518	0.179322	1.798852	0.005258	0.007872	0.005474	0.044028	0.025301	0.011956	0.002889	0.004414	0.001739	0.005977	0.037204	0.071673	0.017434	0.009515	0.024391	0.005166	0.019503
