MassiveID	filename	SampleType	SampleTypeSub1	SampleCollectionDateandTime	Country	LatitudeandLongitude	DepthorAltitudeMeters	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ENVOLocalScaleIndex	ENVOBroadScaleIndex	ENVOMediumScaleIndex	USI
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0101.mzML	environmental	water_seawater	4/6/22 10:41	French Polynesia	-17.50584|-149.82133	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0102.mzML	environmental	water_seawater	4/6/22 10:41	French Polynesia	-17.50584|-149.82133	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0103.mzML	environmental	water_seawater	4/6/22 10:34	French Polynesia	-17.49848|-149.8203	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0104.mzML	environmental	water_seawater	4/6/22 10:34	French Polynesia	-17.49848|-149.8203	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0105.mzML	environmental	water_seawater	4/6/22 10:31	French Polynesia	-17.49422|-149.82274	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0106.mzML	environmental	water_seawater	4/6/22 10:31	French Polynesia	-17.49422|-149.82274	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0107.mzML	environmental	water_seawater	4/6/22 8:57	French Polynesia	-17.48209|-149.8213	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0108.mzML	environmental	water_seawater	4/6/22 8:57	French Polynesia	-17.48209|-149.8213	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0109.mzML	environmental	water_seawater	4/6/22 9:05	French Polynesia	-17.47906|-149.82478	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0110.mzML	environmental	water_seawater	4/6/22 9:05	French Polynesia	-17.47906|-149.82478	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0111.mzML	environmental	water_seawater	4/6/22 10:20	French Polynesia	-17.48328|-149.83116	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0113.mzML	environmental	water_seawater	4/6/22 10:11	French Polynesia	-17.48034|-149.83308	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0114.mzML	environmental	water_seawater	4/6/22 10:11	French Polynesia	-17.48034|-149.83308	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0115.mzML	environmental	water_seawater	4/6/22 9:59	French Polynesia	-17.48477|-149.83298	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0116.mzML	environmental	water_seawater	4/6/22 9:59	French Polynesia	-17.48477|-149.83298	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0117.mzML	environmental	water_seawater	4/6/22 9:47	French Polynesia	-17.48048|-149.837	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0118.mzML	environmental	water_seawater	4/6/22 9:47	French Polynesia	-17.48048|-149.837	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0120.mzML	environmental	water_seawater	4/6/22 9:34	French Polynesia	-17.47835|-149.83774	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0121.mzML	environmental	water_seawater	4/6/22 9:20	French Polynesia	-17.48065|-149.8426	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0122.mzML	environmental	water_seawater	4/6/22 9:20	French Polynesia	-17.48065|-149.8426	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0123.mzML	environmental	water_seawater	4/6/22 9:14	French Polynesia	-17.47851|-149.84278	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0124.mzML	environmental	water_seawater	4/6/22 9:14	French Polynesia	-17.47851|-149.84278	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0125.mzML	environmental	water_seawater	4/6/22 9:12	French Polynesia	-17.47626|-149.83276	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0126.mzML	environmental	water_seawater	4/6/22 9:12	French Polynesia	-17.47626|-149.83276	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0127.mzML	environmental	water_seawater	4/6/22 9:17	French Polynesia	-17.47575|-149.83746	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0128.mzML	environmental	water_seawater	4/6/22 9:17	French Polynesia	-17.47575|-149.83746	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0129.mzML	environmental	water_seawater	4/6/22 9:24	French Polynesia	-17.47638|-149.84311	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0130.mzML	environmental	water_seawater	4/6/22 9:24	French Polynesia	-17.47638|-149.84311	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0131.mzML	environmental	water_seawater	4/6/22 9:43	French Polynesia	-17.46354|-149.83626	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0132.mzML	environmental	water_seawater	4/6/22 9:43	French Polynesia	-17.46354|-149.83626	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000090798	mzml_pos/SPIFFY_pos_mzml/Mo22_0133.mzML	environmental	water_seawater	4/6/22 10:07	French Polynesia	-17.4712|-149.83273	0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
