MassiveID	filename	MassSpectrometer	SampleType	NCBITaxonomy	ChromatographyAndPhase	UBERONBodyPartName	IonizationSourceAndPolarity
MSV000083083	00077E846F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8478.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8479.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E847A.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E847F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E848B.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8492.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E849B.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84A1.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84A8.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84A9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84B9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84B9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84C5.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84C9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84CC.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84D7.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84E5.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84E8.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84EA.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E84FB.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E89E5.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8A7F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8AE5.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8B15.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8B1F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8B24.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8B31.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8B63.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8B85.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8B8F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8BCB.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8C52.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8C7C.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8C96.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8CAF.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8CE0.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8CE3.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8CE8.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8CF5.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8CFA.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8CFA.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D06.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D0C.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D0C.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D24.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D3F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D45.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D4E.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D58.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D5F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D65.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D6F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D70.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D72.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D74.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D85.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D87.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D8A.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8D9E.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DA6.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DAB.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DC2.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DCB.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DCD.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DCE.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DD5.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DD7.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DD7.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DD8.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8DFD.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E04.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E05.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E18.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E31.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E69.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E6C.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E7B.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E82.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E91.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E96.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E9B.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8E9E.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8EC4.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8ED4.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8ED4.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8ED9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8EE2.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8EE3.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8EE7.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8F3D.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8F40.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8F7A.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8F97.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8FB1.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8FB9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8FC3.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8FCC.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E8FF2.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9015.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E901A.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9021.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E904C.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9056.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9099.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E90A3.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E90AD.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E90B3.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E90CF.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E90DC.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9117.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9133.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9136.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E918B.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E91A0.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E91A1.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E91A9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E91B7.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E91D9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E91E1.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E91E9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E91F5.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E91FC.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9216.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E921E.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9234.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9235.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9236.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9253.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E928F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E929A.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E92A4.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E92A5.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E92B0.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E92DE.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E92F2.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E930F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E932B.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9335.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E933C.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9349.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E934F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9353.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9362.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9375.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E937A.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E938E.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9398.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E93A0.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E93A3.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E93B6.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E93CD.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E93D9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E93F3.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E940E.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9423.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9424.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9429.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E943C.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9448.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9497.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9497.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E949F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94A7.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94B1.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94B2.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94B9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94B9.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94BB.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94BD.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94C3.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94CD.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94CE.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94D2.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94D3.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94DD.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94EB.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94EE.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94EF.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94F8.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94FB.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94FC.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94FC.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94FD.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E94FD.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9500.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9515.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9517.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9518.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9521.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9529.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E952A.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9531.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9536.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9537.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E953C.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9547.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9547.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9548.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9549.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E954F.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
MSV000083083	00077E9552.mzML	Q Exactive|MS:1001911	animal	10114|Rattus	reverse phase (C18)	caecum	electrospray ionization (positive)
