filename	SampleTypeSub1	UBERONBodyPartName	MassiveID	SampleType	NCBITaxonomy
P3_A6_G73457.mzML	food_source_plant	fruit	MSV000096584	food	NA|x
P3_A5_G73458.mzML	food_source_plant	fruit	MSV000096584	food	NA|x
P3_A4_G73459.mzML	food_source_animal	egg cell	MSV000096584	food	9031|Gallus gallus
P3_F3_G73475.mzML	food_source_plant	root	MSV000096584	food	NA|x
P3_F5_G73479.mzML	food_source_plant		MSV000096584	food	NA|x
P3_F8_G73480.mzML	food_source_plant		MSV000096584	food	3728|x
P3_E10_G73481.mzML	food_source_plant		MSV000096584	food	NA|x
P3_G2_G73483.mzML	food_source_plant		MSV000096584	food	NA|x
P3_G1_G73509.mzML	food_source_plant		MSV000096584	food	NA|x
P3_A2_G73517.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P3_G4_G73518.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P5_E6_G73653.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P5_E7_G73654.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P3_C10_73714.mzML	food_source_plant	fruit	MSV000096584	food	29760|Vitis vinifera
P3_C11_73730.mzML	food_source_plant	fruit	MSV000096584	food	29780|Mangifera indica
P5_A3_G73940.mzML	food_source_plant	fruit	MSV000096584	food	381124|Zea mays subsp. mays
P3_D12_G73941.mzML	food_source_plant	stem	MSV000096584	food	4678|Allium
P5_A1_G73942.mzML	food_source_plant	fruit	MSV000096584	food	3747|Fragaria x ananassa
P4_G5_G73943.mzML	food_source_plant	leaf	MSV000096584	food	72341|Artemisia dracunculus
P4_G4_G73945.mzML	food_source_plant	fruit	MSV000096584	food	NA|x
P5_A2_G73946.mzML	food_source_plant	leaf	MSV000096584	food	49992|Thymus vulgaris
P4_G6_G73947.mzML	food_source_plant	tuber	MSV000096584	food	4113|Solanum tuberosum
P4_G7_G73948.mzML	food_source_plant	stem	MSV000096584	food	74900|Allium schoenoprasum
P4_G8_G73949.mzML	food_source_plant	flower	MSV000096584	food	74900|Allium schoenoprasum
P4_G9_G73950.mzML	food_source_plant	leaf	MSV000096584	food	39174|Origanum
P3_E1_G73951.mzML	food_source_plant	fruit	MSV000096584	food	NA|x
P5_A4_G73952.mzML	food_source_plant	leaf	MSV000096584	food	1527200|Beta vulgaris subsp. cicla
P5_A5_G73953.mzML	food_source_plant	leaf	MSV000096584	food	1527200|Beta vulgaris subsp. cicla
P5_A6_G73954.mzML	food_source_plant	leaf	MSV000096584	food	4043|Petroselinum crispum
P3_A11_73980.mzML	food_source_plant	fruit	MSV000096584	food	3494|x
P3_A10_73981.mzML	food_source_plant	leaf	MSV000096584	food	39367|Salvia rosmarinus
P3_A9_73982.mzML	food_source_plant	flower	MSV000096584	food	NA|x
P3_D8_73990.mzML	food_source_plant	fruit	MSV000096584	food	4081|x
P3_D5_73996.mzML	food_source_plant	stem	MSV000096584	food	109379|Brassica oleracea var. gongylodes
P3_B12_74018.mzML	food_source_plant	fruit	MSV000096584	food	4072|Capsicum annuum
P3_C1_74021.mzML	food_source_plant	fruit	MSV000096584	food	869827|Cucumis sativus var. sativus
P3_B11_74027.mzML	food_source_plant	fruit	MSV000096584	food	3747|Fragaria x ananassa
P3_C4_74028.mzML	food_source_plant	fruit	MSV000096584	food	3747|Fragaria x ananassa
P3_F7_G74053.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P3_F6_G74056.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P3_F12_G74065.mzML	food_source_NOS		MSV000096584	food	NA|x
P3_F1_G74067.mzML	food_source_NOS		MSV000096584	food	NA|x
P3_F9_G74073.mzML	food_source_plant		MSV000096584	food	NA|x
P3_E9_G74075.mzML	food_source_plant	seed	MSV000096584	food	4182|Sesamum indicum
P3_E11_G74088.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P3_E12_G74112.mzML	food_source_plant	root	MSV000096584	food	4039|Daucus carota
P3_F4_G74118.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P3_F10_G74122.mzML	food_source_NOS		MSV000096584	food	NA|x
P3_C5_75070.mzML	food_source_plant	fruit	MSV000096584	food	381124|Zea mays subsp. mays
P3_C6_75071.mzML	food_source_plant	fruit	MSV000096584	food	29760|Vitis vinifera
P3_D1_75072.mzML	food_source_plant	fruit	MSV000096584	food	42229|Prunus avium
P3_C3_75077.mzML	food_source_plant	fruit	MSV000096584	food	13749|Vaccinium
P3_C8_75089.mzML	food_source_plant	root	MSV000096584	food	4039|x
P3_C9_75092.mzML	food_source_plant	flower	MSV000096584	food	4498|x
P3_C7_75093.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P3_C2_75904.mzML	food_source_plant	leaf	MSV000096584	food	3562|Spinacia oleracea
P1_F10_G75112.mzML	food_source_plant	fruit	MSV000096584	food	NA|x
P4_G3_G75172.mzML	food_source_plant	leaf	MSV000096584	food	39350|Ocimum basilicum
P4_G2_G75173.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_G1_G75174.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_F12_G75175.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_F11_G75176.mzML	food_source_plant	leaf	MSV000096584	food	4577|x
P4_F10_G75177.mzML	food_source_plant	leaf	MSV000096584	food	39350|Ocimum basilicum
P4_F9_G75178.mzML	food_source_plant	leaf	MSV000096584	food	3713|Brassica oleracea var. viridis
P4_F8_G75179.mzML	food_source_plant	fruit	MSV000096584	food	13749|x
P4_F7_G75180.mzML	food_source_plant	leaf	MSV000096584	food	39350|Ocimum basilicum
P4_F6_G75181.mzML	food_source_plant	flower	MSV000096584	food	NA|x
P4_F5_G75182.mzML	food_source_plant	flower	MSV000096584	food	NA|x
P4_F4_G75183.mzML	food_source_plant	leaf	MSV000096584	food	65948|Nasturtium officinale
P4_F3_G75184.mzML	food_source_plant	leaf	MSV000096584	food	1759395|Lactuca sativa var. longifolia
P4_F2_G75185.mzML	food_source_plant	leaf	MSV000096584	food	4236|Lactuca sativa
P4_F1_G75186.mzML	food_source_plant	leaf	MSV000096584	food	38868|Salvia officinalis
P4_E12_G75187.mzML	food_source_plant	leaf	MSV000096584	food	4577|x
P4_E11_G75188.mzML	food_source_plant	leaf	MSV000096584	food	13363|Borago officinalis
P4_E10_G75189.mzML	food_source_plant	leaf	MSV000096584	food	4045|Apium graveolens
P4_E9_G75190.mzML	food_source_plant	leaf	MSV000096584	food	4043|Petroselinum crispum
P4_E8_G75191.mzML	food_source_plant	leaf	MSV000096584	food	39350|Ocimum basilicum
P4_E7_G75192.mzML	food_source_plant	leaf	MSV000096584	food	4236|Lactuca sativa
P4_E6_G75193.mzML	food_source_plant	leaf	MSV000096584	food	4047|Coriandrum sativum
P4_E5_G75194.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_E4_G75195.mzML	food_source_plant	leaf	MSV000096584	food	40922|Anethum graveolens
P4_E3_G75196.mzML	food_source_plant	flower	MSV000096584	food	40922|Anethum graveolens
P4_E2_G75197.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_E1_G75198.mzML	food_source_plant	leaf	MSV000096584	food	49992|Thymus vulgaris
P4_D12_G75199.mzML	food_source_plant	leaf	MSV000096584	food	38868|Salvia officinalis
P4_D11_G75200.mzML	food_source_plant	fruit	MSV000096584	food	3663|Cucurbita pepo
P4_D10_G75201.mzML	food_source_plant	fruit	MSV000096584	food	NA|x
P4_D9_G75202.mzML	food_source_plant	flower	MSV000096584	food	NA|x
P4_D8_G75203.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_D7_G75204.mzML	food_source_plant	leaf	MSV000096584	food	39367|Salvia rosmarinus
P4_D6_G75205.mzML	food_source_plant	fruit	MSV000096584	food	869827|Cucumis sativus var. sativus
P4_D5_G75206.mzML	food_source_plant	fruit	MSV000096584	food	4072|Capsicum annuum
P4_D4_G75207.mzML	food_source_plant	fruit	MSV000096584	food	375274|Psidium cattleyanum
P4_D3_G75208.mzML	food_source_plant	fruit	MSV000096584	food	4072|x
P4_D2_G75209.mzML	food_source_plant	flower	MSV000096584	food	13363|Borago officinalis
P4_D1_G75210.mzML	food_source_plant	flower	MSV000096584	food	3663|Cucurbita pepo
P4_C12_G75211.mzML	food_source_plant	fruit	MSV000096584	food	3663|Cucurbita pepo
P4_C11_G75212.mzML	food_source_plant	fruit	MSV000096584	food	4081|Solanum lycopersicum
P4_C10_G75213.mzML	food_source_plant	fruit	MSV000096584	food	3162873|Solanum melongena
P1_D12_G75653.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D11_G75656.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D10_G75659.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D9_G75660.mzML	food_source_animal		MSV000096584	food	NA|x
P3_F2_G75676.mzML	food_source_plant	fruit	MSV000096584	food	NA|x
P3_G3_G75746.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P3_A1_G75748.mzML	food_source_animal	milk	MSV000096584	food	9913|Bos taurus
P3_G6_G75751.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P3_G5_G75756.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P1_A12_G75784.mzML	food_source_animal		MSV000096584	food	NA|x
P1_B5_G75785.mzML	food_source_animal		MSV000096584	food	NA|x
P1_C4_G75786.mzML	food_source_animal		MSV000096584	food	NA|x
P1_C5_G75787.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D6_G75788.mzML	food_source_animal		MSV000096584	food	NA|x
P1_B6_G75789.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D1_G75790.mzML	food_source_animal		MSV000096584	food	NA|x
P1_B3_G75791.mzML	food_source_animal		MSV000096584	food	NA|x
P1_A9_G75792.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D8_G75793.mzML	food_source_animal		MSV000096584	food	NA|x
P1_B1_G75794.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D7_G75795.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D2_G75796.mzML	food_source_animal		MSV000096584	food	NA|x
P1_B9_G75797.mzML	food_source_animal		MSV000096584	food	NA|x
P1_B2_G75798.mzML	food_source_animal		MSV000096584	food	NA|x
P1_C6_G75799.mzML	food_source_animal		MSV000096584	food	NA|x
P4_A4_G75816.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A3_G75817.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A1_G75819.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A2_G75820.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A9_G75821.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A8_G75822.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A7_G75823.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B3_G75829.mzML	food_source_plant	bark	MSV000096584	food	NA|x
P4_A5_G75830.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A6_G75831.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P5_F6_G75832.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B10_G75833.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A12_G75834.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A11_G75835.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_A10_G75836.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B1_G75843.mzML	food_source_animal	egg cell	MSV000096584	food	9031|Gallus gallus
P4_B2_G75844.mzML	food_source_animal	egg cell	MSV000096584	food	9031|Gallus gallus
P3_F11_G75845.mzML	food_source_animal	milk	MSV000096584	food	NA|x
P4_B4_G75848.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B5_G75849.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P5_F7_G75850.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B11_G75851.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B12_G75852.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B6_G75854.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B7_G75855.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B8_G75856.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P4_B9_G75857.mzML	food_source_plant	leaf	MSV000096584	food	NA|x
P5_E5_G75865.mzML	food_source_plant		MSV000096584	food	NA|x
P5_E4_G75866.mzML	food_source_plant		MSV000096584	food	NA|x
P5_E2_G78948.mzML	food_source_animal		MSV000096584	food	9913|Bos taurus
P3_D3_79166.mzML	food_source_plant	fruit	MSV000096584	food	4072|Capsicum annuum
P1_A3_G79225.mzML	food_source_animal		MSV000096584	food	9913|Bos taurus
P1_C9_G79226.mzML	food_source_animal		MSV000096584	food	NA|x
P1_C12_G79227.mzML	food_source_animal		MSV000096584	food	NA|x
P1_A11_G79315.mzML	food_source_animal		MSV000096584	food	NA|x
P1_C11_G79316.mzML	food_source_animal		MSV000096584	food	NA|x
P1_A5_G79317.mzML	food_source_animal		MSV000096584	food	NA|x
P1_A4_G79318.mzML	food_source_animal		MSV000096584	food	NA|x
P1_A7_G79319.mzML	food_source_animal		MSV000096584	food	NA|x
P1_A6_G79320.mzML	food_source_animal		MSV000096584	food	NA|x
P1_A8_G79321.mzML	food_source_animal		MSV000096584	food	NA|x
P1_B10_G79322.mzML	food_source_animal		MSV000096584	food	NA|x
P1_C10_G79323.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D3_G79324.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D4_G79325.mzML	food_source_animal		MSV000096584	food	NA|x
P1_B4_G79326.mzML	food_source_animal		MSV000096584	food	NA|x
P1_A1_G79332.mzML	food_source_animal		MSV000096584	food	NA|x
P2_G3_G79333.mzML	food_source_animal		MSV000096584	food	NA|x
P1_A10_G79334.mzML	food_source_animal		MSV000096584	food	NA|x
P1_D5_G79335.mzML	food_source_animal		MSV000096584	food	NA|x
P2_G4_G79336.mzML	food_source_animal		MSV000096584	food	NA|x
P1_B12_G79337.mzML	food_source_animal		MSV000096584	food	NA|x
P5_F10_G79338.mzML	food_source_animal		MSV000096584	food	NA|x
