MassiveID	filename	qiita_sample_name	NCBITaxonomy	LatitudeandLongitude	SampleCollectionDateandTime	DepthorAltitudeMeters	ENVOEnvironmentBiome	UBERONBodyPartName	ENVOEnvironmentMaterial	BiologicalSex	SubjectIdentifierAsRecorded	SampleType	emp500_shotgun_assembly_sample_name	cur_land_use	cur_vegetation	depth_sample	description	diet_category_12	diet_category_3	dominant_cover_2m	captive_wild	emp500_study_id	emp500_title	empo_2	empo_3	empo_4	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	env_feature	env_material	env_package	environmental_package	host_body_product	host_body_site	host_class	host_common_name	host_common_name_provided	host_diet	host_disease_stat	host_family	host_family_relationship	host_flight	host_head_width_mm	host_height	host_last_meal	host_length_mm	host_life_stage	lcms_batch	lcms_extraction_protocol	lcms_position	lcms_replicate
MSV000083475	5c4_3_24_girguis-50-s011-a04.mzML	13114.girguis.50.s011	27606|Eubalaena glacialis	44.652|-66.24	9/11/2008 0:00:00	0	marine biome	feces		not determined	righteg5		fecal_whales	not applicable	not applicable	not provided	Right whale feces (from individual EG5)	filter_feeder	carnivore	not applicable	wild	50	whale feces	Animal	Animal distal gut	Animal distal gut (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal distal gut (saline)	Animal distal gut (saline)	animal-associated habitat	feces	host-associated	host-associated	uberon:feces	uberon:feces	mammalia	north atlantic right whale	not applicable	carnivore	not applicable	balaenidae	not applicable	marine	not applicable	not applicable	not applicable	not applicable	adult	5	bulk_201901_ucsd	5c4	no
MSV000083475	4h11_7_47_zaneveld-9-s001-a04.mzML	13114.zaneveld.9.s001	46731|Not applicable	-23.140369|113.769166	6/21/2015 9:10:00	0	marine reef biome	multicellular organism		not applicable	e7.10.poc.dami.1.20150621.t		tissue_coral_water_marine	not applicable	not applicable	2.8	Coral Tissue from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.1.20150621.T of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4h11	no
MSV000083475	4h12_7_51_zaneveld-9-s002-a04.mzML	13114.zaneveld.9.s002	46731|Not applicable	-23.140369|113.769166	6/21/2015 9:18:00	0	marine reef biome	multicellular organism		not applicable	e7.10.poc.dami.2.20150621.t		tissue_coral_water_marine	not applicable	not applicable	2.8	Coral Tissue from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.2.20150621.T of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4h12	no
MSV000083475	4g4_7_25_zaneveld-9-s003-a03.mzML	13114.zaneveld.9.s003	46731|Not applicable	-23.140369|113.769166	6/21/2015 9:26:00	0	marine reef biome	multicellular organism		not applicable	e7.10.poc.dami.3.20150621.t		tissue_coral_water_marine	not applicable	not applicable	2.8	Coral Tissue from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.3.20150621.T of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4g4	no
MSV000083475	4g12_7_36_zaneveld-9-s004-a04.mzML	13114.zaneveld.9.s004	104759|Not applicable	8.6274667|-79.0547583	5/2/2015 10:44:00	0	marine reef biome	multicellular organism		not applicable	e11.3.por.loba.1.20150502.t		tissue_coral_water_marine	not applicable	not applicable	2.6	Coral Tissue from Porites lobata sampled from site Isla Saboga,Las Perlas,Panama as sample E11.3.Por.loba.1.20150502.T of the Global Coral Microbiome Project.	not applicable	not applicable	sand	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4g12	no
MSV000083475	4f6_7_9_zaneveld-9-s005-a04.mzML	13114.zaneveld.9.s005	104759|Not applicable	8.6274667|-79.0547583	5/2/2015 11:08:00	0	marine reef biome	multicellular organism		not applicable	e11.3.por.loba.2.20150502.t		tissue_coral_water_marine	not applicable	not applicable	2.6	Coral Tissue from Porites lobata sampled from site Isla Saboga,Las Perlas,Panama as sample E11.3.Por.loba.2.20150502.T of the Global Coral Microbiome Project.	not applicable	not applicable	sand	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4f6	no
MSV000083475	4g10_7_34_zaneveld-9-s006-a03.mzML	13114.zaneveld.9.s006	104759|Not applicable	8.6274667|-79.0547583	5/2/2015 12:34:00	0	marine reef biome	multicellular organism		not applicable	e11.3.por.loba.3.20150502.t		tissue_coral_water_marine	not applicable	not applicable	4	Coral Tissue from Porites lobata sampled from site Isla Saboga,Las Perlas,Panama as sample E11.3.Por.loba.3.20150502.T of the Global Coral Microbiome Project.	not applicable	not applicable	dead coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4g10	no
MSV000083475	4g6_7_26_zaneveld-9-s007-a04.mzML	13114.zaneveld.9.s007	104759|Not applicable	-23.205|113.7680556	6/19/2015 10:11:00	0	marine reef biome	multicellular organism		not applicable	e7.3.por.loba.1.20150619.t		tissue_coral_water_marine	not applicable	not applicable	4	Coral Tissue from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.1.20150619.T of the Global Coral Microbiome Project.	not applicable	not applicable	sand	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4g6	no
MSV000083475	4h4_7_40_zaneveld-9-s008-a04.mzML	13114.zaneveld.9.s008	104759|Not applicable	-23.205|113.7680556	6/19/2015 10:20:00	0	marine reef biome	multicellular organism		not applicable	e7.3.por.loba.2.20150619.t		tissue_coral_water_marine	not applicable	not applicable	2.2	Coral Tissue from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.2.20150619.T of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4h4	no
MSV000083475	4f10_7_16_zaneveld-9-s009-a03.mzML	13114.zaneveld.9.s009	104759|Not applicable	-23.205|113.7680556	6/19/2015 10:29:00	0	marine reef biome	multicellular organism		not applicable	e7.3.por.loba.3.20150619.t		tissue_coral_water_marine	not applicable	not applicable	4.1	Coral Tissue from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.3.20150619.T of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4f10	no
MSV000083475	3h8_7_58_zaneveld-9-s010-a04.mzML	13114.zaneveld.9.s010	46731|Not applicable	8.6274667|-79.0547583	5/2/2015 10:05:00	0	marine reef biome	multicellular organism		not applicable	e11.10.poc.dami.1.20150502.t		tissue_coral_water_marine	not applicable	not applicable	3.8	Coral Tissue from Pocillopora damicornis sampled from site Isla Saboga,Las Perlas,Panama as sample E11.10.Poc.dami.1.20150502.T of the Global Coral Microbiome Project.	not applicable	not applicable	rubble	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	bulk_201901_ucsd	3h8	no
MSV000083475	4h8_7_45_zaneveld-9-s011-a04.mzML	13114.zaneveld.9.s011	46731|Not applicable	8.6274667|-79.0547583	5/2/2015 10:10:00	0	marine reef biome	multicellular organism		not applicable	e11.10.poc.dami.2.20150502.t		tissue_coral_water_marine	not applicable	not applicable	3.8	Coral Tissue from Pocillopora damicornis sampled from site Isla Saboga,Las Perlas,Panama as sample E11.10.Poc.dami.2.20150502.T of the Global Coral Microbiome Project.	not applicable	not applicable	rubble	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4h8	no
MSV000083475	4h5_7_41_zaneveld-9-s012-a03.mzML	13114.zaneveld.9.s012	46731|Not applicable	8.6274667|-79.0547583	5/2/2015 10:10:00	0	marine reef biome	multicellular organism		not applicable	e11.10.poc.dami.3.20150502.t		tissue_coral_water_marine	not applicable	not applicable	3.8	Coral Tissue from Pocillopora damicornis sampled from site Isla Saboga,Las Perlas,Panama as sample E11.10.Poc.dami.3.20150502.T of the Global Coral Microbiome Project.	not applicable	not applicable	rubble	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4h5	no
MSV000083475	4g7_7_27_zaneveld-9-s013-a04.mzML	13114.zaneveld.9.s013	46731|Not applicable	-23.140369|113.769166	6/21/2015 9:10:00	0	marine reef biome	multicellular organism		not applicable	e7.10.poc.dami.1.20150621.m		tissue_coral_water_marine	not applicable	not applicable	2.8	Coral Mucus from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.1.20150621.M of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	mucus	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4g7	no
MSV000083475	4f4_7_7_zaneveld-9-s014-a04.mzML	13114.zaneveld.9.s014	46731|Not applicable	-23.140369|113.769166	6/21/2015 9:10:00	0	marine reef biome	multicellular organism		not applicable	e7.10.poc.dami.1.20150621.s		tissue_coral_water_marine	not applicable	not applicable	2.8	Coral Skeleton from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.1.20150621.S of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4f4	no
MSV000083475	4g11_7_35_zaneveld-9-s015-a04.mzML	13114.zaneveld.9.s015	46731|Not applicable	-23.140369|113.769166	6/21/2015 9:18:00	0	marine reef biome	multicellular organism		not applicable	e7.10.poc.dami.2.20150621.m		tissue_coral_water_marine	not applicable	not applicable	2.8	Coral Mucus from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.2.20150621.M of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	mucus	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4g11	no
MSV000083475	4f12_7_21_zaneveld-9-s016-a04.mzML	13114.zaneveld.9.s016	46731|Not applicable	-23.140369|113.769166	6/21/2015 9:18:00	0	marine reef biome	multicellular organism		not applicable	e7.10.poc.dami.2.20150621.s		tissue_coral_water_marine	not applicable	not applicable	2.8	Coral Skeleton from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.2.20150621.S of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4f12	no
MSV000083475	4h10_7_48_zaneveld-9-s017-a04.mzML	13114.zaneveld.9.s017	104759|Not applicable	-23.205|113.7680556	6/19/2015 10:11:00	0	marine reef biome	multicellular organism		not applicable	e7.3.por.loba.1.20150619.m		tissue_coral_water_marine	not applicable	not applicable	4	Coral Mucus from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.1.20150619.M of the Global Coral Microbiome Project.	not applicable	not applicable	sand	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	mucus	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4h10	no
MSV000083475	4h6_7_42_zaneveld-9-s018-a04.mzML	13114.zaneveld.9.s018	104759|Not applicable	-23.205|113.7680556	6/19/2015 10:11:00	0	marine reef biome	multicellular organism		not applicable	e7.3.por.loba.1.20150619.s		tissue_coral_water_marine	not applicable	not applicable	4	Coral Skeleton from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.1.20150619.S of the Global Coral Microbiome Project.	not applicable	not applicable	sand	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4h6	no
MSV000083475	3h6_7_56_zaneveld-9-s019-a04.mzML	13114.zaneveld.9.s019	104759|Not applicable	-23.205|113.7680556	6/19/2015 10:20:00	0	marine reef biome	multicellular organism		not applicable	e7.3.por.loba.2.20150619.m		tissue_coral_water_marine	not applicable	not applicable	2.2	Coral Mucus from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.2.20150619.M of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	mucus	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	bulk_201901_ucsd	3h6	no
MSV000083475	4f11_7_19_zaneveld-9-s020-a04.mzML	13114.zaneveld.9.s020	104759|Not applicable	-23.205|113.7680556	6/19/2015 10:20:00	0	marine reef biome	multicellular organism		not applicable	e7.3.por.loba.2.20150619.s		tissue_coral_water_marine	not applicable	not applicable	2.2	Coral Skeleton from Porites lobata sampled from site Bills Bommie,Ningaloo,Australia as sample E7.3.Por.loba.2.20150619.S of the Global Coral Microbiome Project.	not applicable	not applicable	live coral	not applicable	9	scleractinian corals	Animal	Animal secretion	Animal secretion (saline)	Saline	Host-associated (saline)	Animal (saline)	Animal (saline)	Animal secretion (saline)	Animal secretion (saline)	coral reef	organic material	host-associated	host-associated	uberon:multicellular organism	uberon:multicellular organism	not applicable	not applicable	stony corals	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4	bulk_201901_ucsd	4f11	no
MSV000083475	resusp_solvent_2f5_blank_nasco_whirlpak_1.mzML	13114.lcms.blank.material.control.01	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2f5	no
MSV000083475	resusp_solvent_post_2e10_power_beads_tube.mzML	13114.lcms.blank.material.control.02	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2.00E+10	no
MSV000083475	resusp_solvent_post_2e11_waterfilter_gpwp_1.mzML	13114.lcms.blank.material.control.03	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2.00E+11	no
MSV000083475	resusp_solvent_post_2e12_waterfilter_gpwp_2.mzML	13114.lcms.blank.material.control.04	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2.00E+12	no
MSV000083475	resusp_solvent_post_2e9_ctab-1_5.mzML	13114.lcms.blank.material.control.05	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2.00E+09	no
MSV000083475	resusp_solvent_post_2f1_waterfilter_gpwp_3.mzML	13114.lcms.blank.material.control.06	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2f1	no
MSV000083475	resusp_solvent_post_2f2_blank_sterivex_svgv010rs.mzML	13114.lcms.blank.material.control.07	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2f2	no
MSV000083475	resusp_solvent_post_2f3_blank_ziplock.mzML	13114.lcms.blank.material.control.08	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2f3	no
MSV000083475	resusp_solvent_post_2f4_blank_ziplock2.mzML	13114.lcms.blank.material.control.09	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2f4	no
MSV000083475	resusp_solvent_post_2f6_blank_nasco_whirlpak_12.mzML	13114.lcms.blank.material.control.10	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	2f6	no
MSV000083475	resusp_solvent_post_ctab.mzML	13114.lcms.blank.material.control.11	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	2e10_power_beads_tube.mzML	13114.lcms.blank.material.control.2	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2	filter_201901_ucsd	2.00E+10	no
MSV000083475	1b10_blank.mzML	13114.lcms.blank.solvent.01	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	bulk_201901_ucsd	1b10	yes
