MassiveID	filename	qiita_sample_name	NCBITaxonomy	LatitudeandLongitude	SampleCollectionDateandTime	DepthorAltitudeMeters	ENVOEnvironmentBiome	UBERONBodyPartName	ENVOEnvironmentMaterial	BiologicalSex	SubjectIdentifierAsRecorded	SampleType	emp500_shotgun_assembly_sample_name	cur_land_use	cur_vegetation	depth_sample	description	diet_category_12	diet_category_3	dominant_cover_2m	captive_wild	emp500_study_id	emp500_title	empo_2	empo_3	empo_4	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	env_feature	env_material	env_package	environmental_package	host_body_product	host_body_site	host_class	host_common_name	host_common_name_provided	host_diet	host_disease_stat	host_family	host_family_relationship	host_flight	host_head_width_mm	host_height	host_last_meal	host_length_mm	host_life_stage	lcms_batch	lcms_extraction_protocol	lcms_position	lcms_replicate
MSV000083475	9a12_stegen-permafrost-t15-100m.mzML	13114.stegen.36.s014	not applicable|Not applicable	65.16124063|-147.4846048	8/3/2015 0:00:00	246	subpolar coniferous forest biome	not applicable	permafrost	not applicable	stegen36.soil.t15.100m	environmental	soil_permafrost	mixed boreal forest	boreal open needleaf forest	0.32	Permafrost soil t15.100m	not applicable	not applicable	not applicable	not applicable	36	permafrost soil	Non-saline	Soil (non-saline)	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	forest	soil	soil	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9	bulk_seed_pnnl	9a12	no
MSV000083475	9a10_stegen-permafrost-t15-104m.mzML	13114.stegen.36.s015	not applicable|Not applicable	65.1612536|-147.4846824	8/3/2015 0:00:00	246	subpolar coniferous forest biome	not applicable	permafrost	not applicable	stegen36.soil.t15.104m	environmental	soil_permafrost	mixed boreal forest	boreal open needleaf forest	0.33	Permafrost soil t15.104m	not applicable	not applicable	not applicable	not applicable	36	permafrost soil	Non-saline	Soil (non-saline)	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	forest	soil	soil	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9	bulk_seed_pnnl	9a10	no
MSV000083475	9a6_stegen-activelayer-soil-t5-52m.mzML	13114.stegen.38.s006	not applicable|Not applicable	65.16140989|-147.4864056	9/18/2014 0:00:00	258.0583776	subpolar coniferous forest biome	not applicable	permafrost	not applicable	stegen38.activelayer.soil.t5.52m	environmental	soil_permafrost	mixed boreal forest	boreal closed mixed forest	0.0175	Boreal forest soil sample from 1.75cm depth, in active layer above permafrost	not applicable	not applicable	not applicable	not applicable	38	active layer soil	Non-saline	Soil (non-saline)	Soil (non-saline)	Non-saline	Free-living (non-saline)	Free-living (non-saline)	Solid (non-saline)	Soil (non-saline)	Soil (non-saline)	stratum	peat soil	soil	soil	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9	bulk_seed_pnnl	9a6	no
MSV000083475	3f9_2_43_bittleston-68-s007-a03.mzML	13114.bittleston.68.s007	not applicable|Not applicable	4.732528|116.884444	1/16/2013 10:00:00	1050	tropical moist broadleaf forest	not applicable	pitcher plant fluid	not applicable	nepenthes stenophylla mb39	plant	pitcher_plants	not applicable	not applicable	not applicable	pitcher plant fluid	not applicable	not applicable	not applicable	not applicable	68	pitcher plant fluids	Plant	Plant surface	Plant surface (non-saline)	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	forest	pitcher plant fluid	plant-associated	plant-associated	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	bulk_201901_ucsd	3f9	no
MSV000083475	3e5_2_7_bittleston-68-s008-a03.mzML	13114.bittleston.68.s008	not applicable|Not applicable	4.732528|116.884444	1/16/2013 10:20:00	1050	tropical moist broadleaf forest	not applicable	pitcher plant fluid	not applicable	nepenthes stenophylla mb48	plant	pitcher_plants	not applicable	not applicable	not applicable	pitcher plant fluid	not applicable	not applicable	not applicable	not applicable	68	pitcher plant fluids	Plant	Plant surface	Plant surface (non-saline)	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	forest	pitcher plant fluid	plant-associated	plant-associated	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	bulk_201901_ucsd	3.00E+05	no
MSV000083475	3e7_2_11_bittleston-68-s009-a03.mzML	13114.bittleston.68.s009	not applicable|Not applicable	4.732528|116.884444	1/16/2013 10:40:00	1050	tropical moist broadleaf forest	not applicable	pitcher plant fluid	not applicable	nepenthes stenophylla mb58	plant	pitcher_plants	not applicable	not applicable	not applicable	pitcher plant fluid	not applicable	not applicable	not applicable	not applicable	68	pitcher plant fluids	Plant	Plant surface	Plant surface (non-saline)	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	forest	pitcher plant fluid	plant-associated	plant-associated	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	bulk_201901_ucsd	3.00E+07	no
MSV000083475	3e4_2_5_bittleston-68-s014-a03.mzML	13114.bittleston.68.s014	not applicable|Not applicable	42.510139|-72.212583	7/30/2014 12:30:00	229	temperate shrubland	not applicable	pitcher plant fluid	not applicable	sarracenia purpurea sp12	plant	pitcher_plants	not applicable	not applicable	not applicable	pitcher plant fluid	not applicable	not applicable	not applicable	not applicable	68	pitcher plant fluids	Plant	Plant surface	Plant surface (non-saline)	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	wetland	pitcher plant fluid	plant-associated	plant-associated	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	bulk_201901_ucsd	3.00E+04	no
MSV000083475	3f3_2_24_bittleston-68-s015-a03.mzML	13114.bittleston.68.s015	not applicable|Not applicable	42.510139|-72.212583	7/30/2014 12:50:00	229	temperate shrubland	not applicable	pitcher plant fluid	not applicable	sarracenia purpurea sp18	plant	pitcher_plants	not applicable	not applicable	not applicable	pitcher plant fluid	not applicable	not applicable	not applicable	not applicable	68	pitcher plant fluids	Plant	Plant surface	Plant surface (non-saline)	Non-saline	Host-associated (non-saline)	Plant (non-saline)	Plant (non-saline)	Plant surface (non-saline)	Plant surface (non-saline)	wetland	pitcher plant fluid	plant-associated	plant-associated	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	bulk_201901_ucsd	3f3	no
MSV000083475	3d12_6_41_palenik-42-s001-a02.mzML	13114.palenik.42.s001	not applicable|Not applicable	32.867225|-117.257596	2/29/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.1	environmental	water_marine	not applicable	not applicable	0	Surface sample at Scripps Pier	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3d12	no
MSV000083475	3d2_6_32_palenik-42-s002-a02.mzML	13114.palenik.42.s002	not applicable|Not applicable	32.867225|-117.257596	2/29/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.2	environmental	water_marine	not applicable	not applicable	0	Offshore of Scripps pier, surface	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3d2	no
MSV000083475	3b12_6_18_palenik-42-s003-a02.mzML	13114.palenik.42.s003	not applicable|Not applicable	32.867225|-117.257596	2/29/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.3	environmental	water_marine	not applicable	not applicable	50	Offshore of Scripps pier, 50m	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3b12	no
MSV000083475	3b5_6_12_palenik-42-s004-a02.mzML	13114.palenik.42.s004	not applicable|Not applicable	32.867225|-117.257596	2/29/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.4	environmental	water_marine	not applicable	not applicable	100	Offshore of Scripps pier, 100m	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3b5	no
MSV000083475	3c10_6_28_palenik-42-s005-a02.mzML	13114.palenik.42.s005	not applicable|Not applicable	32.665844|-117.23087	3/15/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.5	environmental	water_marine	not applicable	not applicable	0	San Diego Bay	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3c10	no
MSV000083475	3e1_6_42_palenik-42-s006-a02.mzML	13114.palenik.42.s006	not applicable|Not applicable	32.69079|-117.23	3/15/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.6	environmental	water_marine	not applicable	not applicable	0	San Diego Bay	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3.00E+01	no
MSV000083475	3b11_6_17_palenik-42-s007-a02.mzML	13114.palenik.42.s007	not applicable|Not applicable	32.71497|-117.23	3/15/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.7	environmental	water_marine	not applicable	not applicable	0	San Diego Bay	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3b11	no
MSV000083475	3c11_6_29_palenik-42-s008-a02.mzML	13114.palenik.42.s008	not applicable|Not applicable	32.709557|-117.17653	3/15/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.8	environmental	water_marine	not applicable	not applicable	0	San Diego Bay	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3c11	no
MSV000083475	3d11_6_40_palenik-42-s009-a02.mzML	13114.palenik.42.s009	not applicable|Not applicable	32.640614|-117.123055	3/15/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.9	environmental	water_marine	not applicable	not applicable	0	San Diego Bay	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3d11	no
MSV000083475	3c9_6_27_palenik-42-s010-a02.mzML	13114.palenik.42.s010	not applicable|Not applicable	32.675476|-117.13936	3/15/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.10	environmental	water_marine	not applicable	not applicable	0	San Diego Bay	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3c9	no
MSV000083475	3a4_6_1_palenik-42-s011-a02.mzML	13114.palenik.42.s011	not applicable|Not applicable	32.699247|-117.15979	3/15/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.11	environmental	water_marine	not applicable	not applicable	0	San Diego Bay	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3a4	no
MSV000083475	3d4_6_34_palenik-42-s012-a02.mzML	13114.palenik.42.s012	not applicable|Not applicable	33.23|-123.12	4/27/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.12	environmental	water_marine	not applicable	not applicable	75	CCE Cruise Cycle 1, Deep Chlorophyll Maximum	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3d4	no
MSV000083475	3a11_6_7_palenik-42-s013-a02.mzML	13114.palenik.42.s013	not applicable|Not applicable	33.23|-123.12	4/27/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.13	environmental	water_marine	not applicable	not applicable	50	CCE Cruise Cycle 1, Mixed Layer	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3a11	no
MSV000083475	3c1_6_19_palenik-42-s014-a02.mzML	13114.palenik.42.s014	not applicable|Not applicable	33.35|-122.12	4/28/2016 0:00:00	0	neritic bathypelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.14	environmental	water_marine	not applicable	not applicable	3000	CCE Cruise Cycle 1, deep sample	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3c1	no
MSV000083475	3b2_6_9_palenik-42-s015-a02.mzML	13114.palenik.42.s015	not applicable|Not applicable	33.28|-121.56	5/1/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.15	environmental	water_marine	not applicable	not applicable	90	CCE Cruise Cycle 2, Deep Chlorophyll Maximum	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3b2	no
MSV000083475	3b7_6_14_palenik-42-s017-a02.mzML	13114.palenik.42.s017	not applicable|Not applicable	34.25|-121.13	5/5/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.17	environmental	water_marine	not applicable	not applicable	30	CCE Cruise Cycle 3, Deep Chlorophyll Maximum	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3b7	no
MSV000083475	3b8_6_15_palenik-42-s018-a02.mzML	13114.palenik.42.s018	not applicable|Not applicable	34.25|-121.13	5/5/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.18	environmental	water_marine	not applicable	not applicable	5	CCE Cruise Cycle 3, Surface, pre-filtered through 60 um mesh	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3b8	no
MSV000083475	3c8_6_26_palenik-42-s019-a02.mzML	13114.palenik.42.s019	not applicable|Not applicable	34.31|-120.48	5/8/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.19	environmental	water_marine	not applicable	not applicable	30	CCE Cruise Cycle 4, Deep Chlorophyll Maximum	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3c8	no
MSV000083475	3c5_6_23_palenik-42-s020-a02.mzML	13114.palenik.42.s020	not applicable|Not applicable	34.31|-120.48	5/8/2016 0:00:00	0	neritic epipelagic zone biome	not applicable	sea water	not applicable	palenik42.seawater.20	environmental	water_marine	not applicable	not applicable	2	CCE Cruise Cycle 4, Surface	not applicable	not applicable	not applicable	not applicable	42	san diego seawater	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	ocean	sea water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3c5	no
MSV000083475	3c4_6_22_tait-77-s001-a03.mzML	13114.tait.77.s001	not applicable|Not applicable	50.25|-4.22	3/4/2016 0:00:00	0	marine pelagic biome	not applicable	sea water	not applicable	l4.water.1	environmental	water_marine	not applicable	not applicable	10	2L seawater filtered onto 0.2 uM	not applicable	not applicable	not applicable	not applicable	77	english channel water	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	coastal water body	coastal water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3c4	no
MSV000083475	3d9_6_38_tait-77-s002-a03.mzML	13114.tait.77.s002	not applicable|Not applicable	50.25|-4.22	3/4/2016 0:00:00	0	marine pelagic biome	not applicable	sea water	not applicable	l4.water.2	environmental	water_marine	not applicable	not applicable	25	2L seawater filtered onto 0.2 uM	not applicable	not applicable	not applicable	not applicable	77	english channel water	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	coastal water body	coastal water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3d9	no
MSV000083475	3a7_6_3_tait-77-s003-a03.mzML	13114.tait.77.s003	not applicable|Not applicable	50.25|-4.22	3/4/2016 0:00:00	0	marine pelagic biome	not applicable	sea water	not applicable	l4.water.3	environmental	water_marine	not applicable	not applicable	50	2L seawater filtered onto 0.2 uM	not applicable	not applicable	not applicable	not applicable	77	english channel water	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	coastal water body	coastal water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3a7	no
MSV000083475	3e3_6_44_tait-77-s004-a03.mzML	13114.tait.77.s004	not applicable|Not applicable	50.25|-4.22	5/10/2016 0:00:00	0	marine pelagic biome	not applicable	sea water	not applicable	l4.water.5	environmental	water_marine	not applicable	not applicable	10	2L seawater filtered onto 0.2 uM	not applicable	not applicable	not applicable	not applicable	77	english channel water	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	coastal water body	coastal water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3.00E+03	no
MSV000083475	3c7_6_25_tait-77-s005-a03.mzML	13114.tait.77.s005	not applicable|Not applicable	50.25|-4.22	5/10/2016 0:00:00	0	marine pelagic biome	not applicable	sea water	not applicable	l4.water.6	environmental	water_marine	not applicable	not applicable	10	1L seawater filtered onto 0.2 uM	not applicable	not applicable	not applicable	not applicable	77	english channel water	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	coastal water body	coastal water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3c7	no
MSV000083475	3a8_6_4_tait-77-s006-a03.mzML	13114.tait.77.s006	not applicable|Not applicable	50.25|-4.22	5/10/2016 0:00:00	0	marine pelagic biome	not applicable	sea water	not applicable	l4.water.7	environmental	water_marine	not applicable	not applicable	50	1L seawater filtered onto 0.2 uM	not applicable	not applicable	not applicable	not applicable	77	english channel water	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	coastal water body	coastal water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3a8	no
MSV000083475	3d7_6_36_tait-77-s007-a03.mzML	13114.tait.77.s007	not applicable|Not applicable	50.25|-4.22	7/31/2016 0:00:00	0	marine pelagic biome	not applicable	sea water	not applicable	l4.water.9	environmental	water_marine	not applicable	not applicable	10	2L seawater filtered onto 0.2 uM	not applicable	not applicable	not applicable	not applicable	77	english channel water	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	coastal water body	coastal water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3d7	no
MSV000083475	3d1_6_31_tait-77-s008-a03.mzML	13114.tait.77.s008	not applicable|Not applicable	50.25|-4.22	7/31/2016 0:00:00	0	marine pelagic biome	not applicable	sea water	not applicable	l4.water.10	environmental	water_marine	not applicable	not applicable	25	2L seawater filtered onto 0.2 uM	not applicable	not applicable	not applicable	not applicable	77	english channel water	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	coastal water body	coastal water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3d1	no
MSV000083475	3a6_6_2_tait-77-s009-a03.mzML	13114.tait.77.s009	not applicable|Not applicable	50.25|-4.22	7/31/2016 0:00:00	0	marine pelagic biome	not applicable	sea water	not applicable	l4.water.11	environmental	water_marine	not applicable	not applicable	50	2L seawater filtered onto 0.2 uM	not applicable	not applicable	not applicable	not applicable	77	english channel water	Saline	Water (saline)	Water (saline)	Saline	Free-living (saline)	Free-living (saline)	Aqueous (saline)	Water (saline)	Water (saline)	coastal water body	coastal water	water	water	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3	filter_201901_ucsd	3a6	no
MSV000083475	1f1_2_32_bowen-74-s001-a04.mzML	13114.bowen.74.s001	not applicable|Not applicable	42.722275|-70.846648	5/15/2014 0:00:00	0	marine salt marsh biome	not applicable	sediment permeated by saline water	not applicable	bowen74.sed1	environmental	sediment_marsh	not applicable	not applicable	0	Salt marsh sediment sample collected from the Plum Island LTER Site in Rowley, MA at Sweeney Creek underlying tall Spartina alterniflora	not applicable	not applicable	not applicable	not applicable	74	massachusetts salt marsh sediments	Saline	Sediment (saline)	Sediment (saline)	Saline	Free-living (saline)	Free-living (saline)	Solid (saline)	Sediment (saline)	Sediment (saline)	marine benthic feature	marine sediment	sediment	sediment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	bulk_201901_ucsd	1f1	no
