MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	LatitudeandLongitude (start)	LatitudeandLongitude (end)	LatitudeandLongitude	Depth_Meters	DepthorAltitudeMeters	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	rowid	id
MSV000095612	Er_SU082MBpos_12Dec23_2.mzXML	bacteria		150120|Shewanella livingstonensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									113	112
MSV000095612	Er_SU082MBpos_12Dec23_3.mzXML	bacteria		150120|Shewanella livingstonensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									114	113
MSV000095612	Er_SU085aMBpos_12Dec23_1.mzXML	bacteria		394751Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									115	114
MSV000095612	Er_SU085aMBpos_12Dec23_2.mzXML	bacteria		394751Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									116	115
MSV000095612	Er_SU085aMBpos_12Dec23_3.mzXML	bacteria		394751Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									117	116
MSV000095612	Er_SU087GYMpos_12Dec23_1.mzXML	bacteria		664424|Psychrobacter fjordensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									118	117
MSV000095612	Er_SU087GYMpos_12Dec23_2.mzXML	bacteria		664424|Psychrobacter fjordensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									119	118
MSV000095612	Er_SU087GYMpos_12Dec23_3.mzXML	bacteria		664424|Psychrobacter fjordensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									120	119
MSV000095612	Er_SU088GYMpos_12Dec23_1.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									121	120
MSV000095612	Er_SU088GYMpos_12Dec23_2.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									122	121
MSV000095612	Er_SU088GYMpos_12Dec23_3.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									123	122
MSV000095612	Er_SU096MBpos_12Dec23_1.mzXML	bacteria		77608|Pseudoalteromonas distincta	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									124	123
MSV000095612	Er_SU096MBpos_12Dec23_2.mzXML	bacteria		77608|Pseudoalteromonas distincta	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									125	124
MSV000095612	Er_SU096MBpos_12Dec23_3.mzXML	bacteria		77608|Pseudoalteromonas distincta	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									14-07-20		63.2155|-18.8965	63.157667|-18.892833	63.186583|-18.894666	300-350	325	Marine biome		Oceanic mesopelagic zone biome									126	125
MSV000095612	Er_SU286GYMpos_12Dec23_1.mzXML	bacteria		227|Pseudoalteromonas carrageenovora	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									127	126
MSV000095612	Er_SU286GYMpos_12Dec23_2.mzXML	bacteria		227|Pseudoalteromonas carrageenovora	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									128	127
MSV000095612	Er_SU286GYMpos_12Dec23_3.mzXML	bacteria		227|Pseudoalteromonas carrageenovora	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									129	128
MSV000095612	Er_SU286MBpos_12Dec23_1.mzXML	bacteria		227|Pseudoalteromonas carrageenovora	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									130	129
MSV000095612	Er_SU286MBpos_12Dec23_2.mzXML	bacteria		227|Pseudoalteromonas carrageenovora	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									131	130
MSV000095612	Er_SU286MBpos_12Dec23_3.mzXML	bacteria		227|Pseudoalteromonas carrageenovora	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									132	131
MSV000095612	Er_SU289MBpos_12Dec23_1.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									133	132
MSV000095612	Er_SU289MBpos_12Dec23_2.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									134	133
MSV000095612	Er_SU289MBpos_12Dec23_3.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									135	134
MSV000095612	Er_SU293GYMpos_12Dec23_1.mzXML	bacteria		1121960|Vreelandella zhanjiangensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									136	135
MSV000095612	Er_SU293GYMpos_12Dec23_2.mzXML	bacteria		1121960|Vreelandella zhanjiangensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									137	136
MSV000095612	Er_SU293GYMpos_12Dec23_3.mzXML	bacteria		1121960|Vreelandella zhanjiangensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									20-07-20		60.609667|-32.489667	60.608|-32.5545	60.608834|-32.522083	200-300	250	Marine biome		Oceanic mesopelagic zone biome									138	137
MSV000095612	Er_SU383MBpos_12Dec23_1.mzXML	bacteria		168275|Psychromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									139	138
MSV000095612	Er_SU383MBpos_12Dec23_2.mzXML	bacteria		168275|Psychromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									140	139
MSV000095612	Er_SU383MBpos_12Dec23_3.mzXML	bacteria		168275|Psychromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									141	140
MSV000095612	Er_SU391GYMpos_12Dec23_1.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									142	141
MSV000095612	Er_SU391GYMpos_12Dec23_2.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									143	142
MSV000095612	Er_SU391GYMpos_12Dec23_3.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									144	143
MSV000095612	Er_SU422MBpos_12Dec23_1.mzXML	bacteria		308117|Dokdonia diaphora	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									145	144
MSV000095612	Er_SU422MBpos_12Dec23_2.mzXML	bacteria		308117|Dokdonia diaphora	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									146	145
MSV000095612	Er_SU422MBpos_12Dec23_3.mzXML	bacteria		308117|Dokdonia diaphora	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									147	146
MSV000095612	Er_SU423GYMpos_12Dec23_1.mzXML	bacteria		150120|Shewanella livingstonensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									148	147
MSV000095612	Er_SU423GYMpos_12Dec23_2.mzXML	bacteria		150120|Shewanella livingstonensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									149	148
MSV000095612	Er_SU423GYMpos_12Dec23_3.mzXML	bacteria		150120|Shewanella livingstonensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									150	149
MSV000095612	Er_SU436GYMpos_12Dec23_1.mzXML	bacteria		1872417|Agrococcus sp.	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									151	150
MSV000095612	Er_SU436GYMpos_12Dec23_2.mzXML	bacteria		1872417|Agrococcus sp.	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									152	151
MSV000095612	Er_SU436GYMpos_12Dec23_3.mzXML	bacteria		1872417|Agrococcus sp.	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									153	152
MSV000095612	Er_SU438MBpos_12Dec23_1.mzXML	bacteria		1492901|Bizionia psychrotolerans	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									154	153
MSV000095612	Er_SU438MBpos_12Dec23_2.mzXML	bacteria		1492901|Bizionia psychrotolerans	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									155	154
MSV000095612	Er_SU438MBpos_12Dec23_3.mzXML	bacteria		1492901|Bizionia psychrotolerans	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695184	58.898834|-40.760759	400-450	425	Marine biome		Oceanic mesopelagic zone biome									156	155
MSV000095612	Er_SU794GYMpos_12Dec23_1.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									27-07-20		61.892833|-23.568667	61.898333|-23.680667	61.895583|-23.624667	570-625	597.5	Marine biome		Oceanic mesopelagic zone biome									157	156
MSV000095612	Er_SU794GYMpos_12Dec23_2.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									27-07-20		61.892833|-23.568667	61.898333|-23.680667	61.895583|-23.624667	570-625	597.5	Marine biome		Oceanic mesopelagic zone biome									158	157
MSV000095612	Er_SU794GYMpos_12Dec23_3.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									27-07-20		61.892833|-23.568667	61.898333|-23.680667	61.895583|-23.624667	570-625	597.5	Marine biome		Oceanic mesopelagic zone biome									159	158
MSV000095612	GYM_Blank_1.mzXML	blank_culturemedia			2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)																											160	159
MSV000095612	GYM_Blank_2.mzXML	blank_culturemedia			2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)																											161	160
MSV000095612	GYM_Blank_3.mzXML	blank_culturemedia			2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)																											162	161
MSV000095612	MB_Blank_1.mzXML	blank_culturemedia			2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)																											163	162
MSV000095612	MB_Blank_2.mzXML	blank_culturemedia			2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)																											164	163
MSV000095612	MB_Blank_3.mzXML	blank_culturemedia			2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)																											165	164
MSV000095612	MeOH_17062024_1.mzXML	blank_analysis			2023				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)																											166	165
MSV000095612	MeOH_17062024_2.mzXML	blank_analysis			2023				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)																											167	166
MSV000095612	MeOH_17062024_3.mzXML	blank_analysis			2023				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)																											168	167
MSV000095612	SU449_GYM_1.mzXML	bacteria		152297|Pseudoalteromonas issachenkonii	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695201	58.898834|-40.760767	400-450	425	Marine biome		Oceanic mesopelagic zone biome									169	168
MSV000095612	SU449_GYM_2.mzXML	bacteria		152297|Pseudoalteromonas issachenkonii	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695201	58.898834|-40.760767	400-450	425	Marine biome		Oceanic mesopelagic zone biome									170	169
MSV000095612	SU449_GYM_3.mzXML	bacteria		152297|Pseudoalteromonas issachenkonii	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695201	58.898834|-40.760767	400-450	425	Marine biome		Oceanic mesopelagic zone biome									171	170
MSV000095612	SU456_GYM_1.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695201	58.898834|-40.760767	400-450	425	Marine biome		Oceanic mesopelagic zone biome									172	171
MSV000095612	SU456_GYM_2.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695201	58.898834|-40.760767	400-450	425	Marine biome		Oceanic mesopelagic zone biome									173	172
MSV000095612	SU456_GYM_3.mzXML	bacteria		394751|Pseudoalteromonas arctica	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									22-07-20		58.896667|-40.8263333	58.901|-40.695201	58.898834|-40.760767	400-450	425	Marine biome		Oceanic mesopelagic zone biome									174	173
MSV000095612	SU597_MB_1.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									24-07-20		61.6125|-35.544833	61.608167|-35.6415	61.610333|-35.593166	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									175	174
MSV000095612	SU597_MB_2.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									24-07-20		61.6125|-35.544833	61.608167|-35.6415	61.610333|-35.593166	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									176	175
MSV000095612	SU597_MB_3.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									24-07-20		61.6125|-35.544833	61.608167|-35.6415	61.610333|-35.593166	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									177	176
MSV000095612	SU607_MB_1.mzXML	bacteria		664424|Psychrobacter fjordensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									24-07-20		61.6125|-35.544833	61.608167|-35.6415	61.610333|-35.593166	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									178	177
MSV000095612	SU607_MB_2.mzXML	bacteria		664424|Psychrobacter fjordensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									24-07-20		61.6125|-35.544833	61.608167|-35.6415	61.610333|-35.593166	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									179	178
MSV000095612	SU607_MB_3.mzXML	bacteria		664424|Psychrobacter fjordensis	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									24-07-20		61.6125|-35.544833	61.608167|-35.6415	61.610333|-35.593166	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									180	179
MSV000095612	SU651_MB_1.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									24-07-20		61.6125|-35.544833	61.608167|-35.6415	61.610333|-35.593166	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									181	180
MSV000095612	SU651_MB_2.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									24-07-20		61.6125|-35.544833	61.608167|-35.6415	61.610333|-35.593166	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									182	181
MSV000095612	SU651_MB_3.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									24-07-20		61.6125|-35.544833	61.608167|-35.6415	61.610333|-35.593166	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									183	182
MSV000095612	SU809_GYM_1.mzXML	bacteria		71253|Arthrobacter rhombi	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									27-07-20		61.899333|-23.770333	61.887167|-23.899333	61.893250|-23.834833	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									184	183
MSV000095612	SU809_GYM_2.mzXML	bacteria		71253|Arthrobacter rhombi	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									27-07-20		61.899333|-23.770333	61.887167|-23.899333	61.893250|-23.834833	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									185	184
MSV000095612	SU809_GYM_3.mzXML	bacteria		71253|Arthrobacter rhombi	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									27-07-20		61.899333|-23.770333	61.887167|-23.899333	61.893250|-23.834833	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									186	185
MSV000095612	SU836_GYM_1.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									27-07-20		61.899333|-23.770333	61.887167|-23.899333	61.893250|-23.834833	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									187	186
MSV000095612	SU836_GYM_2.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									27-07-20		61.899333|-23.770333	61.887167|-23.899333	61.893250|-23.834833	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									188	187
MSV000095612	SU836_GYM_3.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									27-07-20		61.899333|-23.770333	61.887167|-23.899333	61.893250|-23.834833	1000-0	500	Marine biome		Oceanic mesopelagic zone biome									189	188
MSV000095612	SU841_GYM_1.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									29-07-20		61.774333|-16.890667	61.7735|-16.951833	61.773916|-16.921250	260	260	Marine biome		Oceanic mesopelagic zone biome									190	189
MSV000095612	SU841_GYM_2.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									29-07-20		61.774333|-16.890667	61.7735|-16.951833	61.773916|-16.921250	260	260	Marine biome		Oceanic mesopelagic zone biome									191	190
MSV000095612	SU841_GYM_3.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									29-07-20		61.774333|-16.890667	61.7735|-16.951833	61.773916|-16.921250	260	260	Marine biome		Oceanic mesopelagic zone biome									192	191
MSV000095612	SU880_GYM_1.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									29-07-20		61.774333|-16.890667	61.7735|-16.951833	61.773916|-16.921250	260	260	Marine biome		Oceanic mesopelagic zone biome									193	192
MSV000095612	SU880_GYM_2.mzXML	bacteria		2|Bacteria	2023		ethyl acetate (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									29-07-20		61.774333|-16.890667	61.7735|-16.951833	61.773916|-16.921250	260	260	Marine biome		Oceanic mesopelagic zone biome									194	193
