MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	UBERONBodyPartName	BiologicalSex	AgeInYears	DOIDCommonName	HealthStatus
MSV000094578	Blank_12.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000094578	Blank_1.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000094578	Blank_73.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000094578	P9_F3_TCDCA_AZ-52_48h.mzML								
MSV000094578	P8_E1_TLCA_Ep_BSH101_24h.mzML								
MSV000094578	P9_D11_BHI_50MeOH.mzML								
MSV000094578	P1_F7_GDCA_AZ-52_48h.mzML								
MSV000094578	P1_A7_GDCA_Dny_BSH1_48h.mzML								
MSV000094578	P2_A3_TCDCA_Dny_BSH1_0h.mzML								
MSV000094578	P5_B8_GCDCA_Dny_BSH2_24h.mzML								
MSV000094578	P4_E11_BHI_50MeOH.mzML								
MSV000094578	P6_H9_GUDCA_ctrl_48h.mzML								
MSV000094578	P5_A11_BHI_50MeOH.mzML								
MSV000094578	P2_D4_TUDCA_LCAG-95_BSH1208_0h.mzML								
MSV000094578	P4_F7_GDCA_AZ-52_0h.mzML								
MSV000094578	P2_G8_GCDCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P9_H2_TDCA_ctrl_48h.mzML								
MSV000094578	P6_B2_TDCA_Dny_BSH2_48h.mzML								
MSV000094578	P6_A11_BHI_50MeOH.mzML								
MSV000094578	P4_B11_BHI_50MeOH.mzML								
MSV000094578	P9_G10_GCA_EcAZ-1-cat_48h.mzML								
MSV000094578	P1_C10_GCA_Lgasseri_BSH_48h.mzML								
MSV000094578	P5_A1_TLCA_Dny_BSH1_24h.mzML								
MSV000094578	P5_G4_TUDCA_EcAZ-1-cat_24h.mzML								
MSV000094578	P5_A8_GCDCA_Dny_BSH1_24h.mzML								
MSV000094578	P3_E8_GCDCA_Ep_BSH101_24h.mzML								
MSV000094578	P1_D9_GUDCA_LCAG-95_BSH1208_48h.mzML								
MSV000094578	P9_G2_TDCA_EcAZ-1-cat_48h.mzML								
MSV000094578	P1_F1_TLCA_AZ-52_48h.mzML								
MSV000094578	P3_C11_BHI_50MeOH.mzML								
MSV000094578	P9_D6_GLCA_LCAG-95_BSH1208_48h.mzML								
MSV000094578	P7_C5_TCA_Lgasseri_BSH_0h.mzML								
MSV000094578	P9_A7_GDCA_Dny_BSH1_48h.mzML								
MSV000094578	P9_B2_TDCA_Dny_BSH2_48h.mzML								
MSV000094578	P2_A4_TUDCA_Dny_BSH1_0h.mzML								
MSV000094578	P2_C8_GCDCA_Lgasseri_BSH_0h.mzML								
MSV000094578	P2_F3_TCDCA_AZ-52_0h.mzML								
MSV000094578	P3_G12_BHI_50DMSO_25MeOH.mzML								
MSV000094578	P4_G2_TDCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P6_C10_GCA_Lgasseri_BSH_48h.mzML								
MSV000094578	P7_H8_GCDCA_ctrl_0h.mzML								
MSV000094578	P9_D8_GCDCA_LCAG-95_BSH1208_48h.mzML								
MSV000094578	P9_A3_TCDCA_Dny_BSH1_48h.mzML								
MSV000094578	P7_G5_TCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P2_D11_BHI_50MeOH_48h.mzML								
MSV000094578	P2_B11_BHI_50MeOH_48h.mzML								
MSV000094578	P2_E10_GCA_Ep_BSH101_0h.mzML								
MSV000094578	P8_A1_TLCA_Dny_BSH1_24h.mzML								
MSV000094578	P3_G3_TCDCA_EcAZ-1-cat_24h.mzML								
MSV000094578	P4_F2_TDCA_AZ-52_0h.mzML								
MSV000094578	P8_C7_GDCA_Lgasseri_BSH_24h.mzML								
MSV000094578	P2_A10_GCA_Dny_BSH1_0h.mzML								
MSV000094578	P3_H1_TLCA_ctrl_24h.mzML								
MSV000094578	P4_H11_BHI_50MeOH.mzML								
MSV000094578	P4_G9_GUDCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P8_C1_TLCA_Lgasseri_BSH_24h.mzML								
MSV000094578	P7_G10_GCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P7_C8_GCDCA_Lgasseri_BSH_0h.mzML								
MSV000094578	P2_G6_GLCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P5_F8_GCDCA_AZ-52_24h.mzML								
MSV000094578	P4_G5_TCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P9_E6_GLCA_Ep_BSH101_48h.mzML								
MSV000094578	P2_G4_TUDCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P9_B6_GLCA_Dny_BSH2_48h.mzML								
MSV000094578	P6_D5_TCA_LCAG-95_BSH1208_48h.mzML								
MSV000094578	P7_B11_BHI_50MeOH.mzML								
MSV000094578	Blank_24.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000094578	Blank_11.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000094578	Blank_57.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000094578	Blank_9.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000094578	Blank_39.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000094578	Blank_46.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000094578	P6_H3_TCDCA_ctrl_48h.mzML								
MSV000094578	P5_H1_TLCA_ctrl_24h.mzML								
MSV000094578	P2_B12_BHI_50DMSO_25MeOH.mzML								
MSV000094578	P2_A8_GCDCA_Dny_BSH1_0h.mzML								
MSV000094578	P9_B8_GCDCA_Dny_BSH2_48h.mzML								
MSV000094578	P3_E2_TDCA_Ep_BSH101_24h.mzML								
MSV000094578	P7_F10_GCA_AZ-52_0h.mzML								
MSV000094578	P8_C8_GCDCA_Lgasseri_BSH_24h.mzML								
MSV000094578	P9_C11_BHI_50MeOH.mzML								
MSV000094578	P1_D12_BHI_50DMSO_25MeOH.mzML								
MSV000094578	P1_B10_GCA_Dny_BSH2_48h.mzML								
MSV000094578	P9_F11_BHI_50MeOH.mzML								
MSV000094578	P4_B4_TUDCA_Dny_BSH2_0h.mzML								
MSV000094578	P3_C8_GCDCA_Lgasseri_BSH_24h.mzML								
MSV000094578	P9_G6_GLCA_EcAZ-1-cat_48h.mzML								
MSV000094578	P5_H3_TCDCA_ctrl_24h.mzML								
MSV000094578	P9_C3_TCDCA_Lgasseri_BSH_48h.mzML								
MSV000094578	P9_A12_BHI_50DMSO_25MeOH.mzML								
MSV000094578	P8_G9_GUDCA_EcAZ-1-cat_24h.mzML								
MSV000094578	P4_F10_GCA_AZ-52_0h.mzML								
MSV000094578	P6_B12_BHI_50DMSO_25MeOH.mzML								
MSV000094578	P2_G2_TDCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P6_F6_GLCA_AZ-52_48h.mzML								
MSV000094578	P8_D4_TUDCA_LCAG-95_BSH1208_24h.mzML								
MSV000094578	P9_F12_BHI_50DMSO_25MeOH.mzML								
MSV000094578	P6_F4_TUDCA_AZ-52_48h.mzML								
MSV000094578	P5_F11_BHI_50MeOH.mzML								
MSV000094578	P2_B11_BHI_50MeOH.mzML								
MSV000094578	P3_D9_GUDCA_LCAG-95_BSH1208_24h.mzML								
MSV000094578	P3_B4_TUDCA_Dny_BSH2_24h.mzML								
MSV000094578	P7_D4_TUDCA_LCAG-95_BSH1208_0h.mzML								
MSV000094578	P2_F11_BHI_50MeOH.mzML								
MSV000094578	P2_E5_TCA_Ep_BSH101_48h.mzML								
MSV000094578	P4_G6_GLCA_EcAZ-1-cat_0h.mzML								
MSV000094578	P6_D2_TDCA_LCAG-95_BSH1208_48h.mzML								
MSV000094578	P3_C5_TCA_Lgasseri_BSH_24h.mzML								
MSV000094578	P5_A10_GCA_Dny_BSH1_24h.mzML								
MSV000094578	P1_E2_TDCA_Ep_BSH101_0h.mzML								
