MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	UBERONBodyPartName	BiologicalSex	AgeInYears	DOIDCommonName	HealthStatus
MSV000085927	Neg_Pre-LGG_27_Cage-2_2.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Ctrl_124_Cage-1_4.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Ctrl_103_Cage-1_3.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Post-LGG_108_Cage-2_3.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Ctrl_82_Cage-1_2.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_3_Cage-1_3.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Pre-LGG_6_Cage-2_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Post-LGG_69_Cage-2_4.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Pre-LGG_30_Cage-2_5.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Ctrl-ddMS2_Cage-1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Post-LGG_86_Cage-2_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_30_Cage-2_5.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Post-LGG_106_Cage-2_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_42_Cage-1_2.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_22_Cage-1_2.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Ctrl_65_Cage-1_5.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_44_Cage-1_4.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Post-LGG_87_Cage-2_2.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_2_Cage-1_2.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Pre-LGG_27_Cage-2_2.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Ctrl_84_Cage-1_4.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_45_Cage-1_5.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Ctrl_81_Cage-1_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Pre-LGG_41_Cage-1_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Pre-LGG_9_Cage-2_4.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Ctrl_65_Cage-1_5.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Pre-LGG_24_Cage-1_4.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Ctrl_121_Cage-1_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Pre-LGG_46_Cage-2_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_4_Cage-1_4.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Post-LGG_106_Cage-2_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_29_Cage-2_4.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Ctrl_101_Cage-1_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Ctrl_124_Cage-1_4.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Pre-LGG_21_Cage-1_1.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Post-LGG-ddMS2_Cage-2.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Pos_Pre-LGG_42_Cage-1_2.mzXML	animal	biofluid	10090|Mus musculus	feces				
MSV000085927	Neg_Ctrl_122_Cage-1_2.mzXML	animal	biofluid	10090|Mus musculus	feces				
