MassiveID	filename	SampleType	SampleTypeSub1	SampleCollectionDateandTime	Country	LatitudeandLongitude	DepthorAltitudeMeters	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ENVOLocalScaleIndex	ENVOBroadScaleIndex	ENVOMediumScaleIndex	USI
MSV000092622	A_6a.mzML	environmental	dissolvedorganicmatter_water_saline	7/17/2023 10:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	A_6b.mzML	environmental	dissolvedorganicmatter_water_saline	7/17/2023 10:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	A_7a.mzML	environmental	dissolvedorganicmatter_water_saline	7/18/2023 10:45	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	A_7b.mzML	environmental	dissolvedorganicmatter_water_saline	7/18/2023 10:45	United States of America	32.86701|-117.25715	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	A_8a.mzML	environmental	dissolvedorganicmatter_water_saline	7/19/2023 10:45	United States of America	32.86701|-117.25716	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	A_8b.mzML	environmental	dissolvedorganicmatter_water_saline	7/19/2023 10:45	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	A_9a.mzML	environmental	dissolvedorganicmatter_water_saline	7/20/2023 11:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	A_9b.mzML	environmental	dissolvedorganicmatter_water_saline	7/20/2023 11:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	A_Blank1.mzML	blank_extraction	blank_extraction	7/12/2023 10:45	United States of America	32.86701|-117.25714							2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	A_Blank10.mzML	blank_extraction	blank_extraction	7/21/2023 10:30	United States of America	32.86701|-117.25714							2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_1.mzML	environmental	dissolvedorganicmatter_water_saline	7/12/2023 10:45	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_2.mzML	environmental	dissolvedorganicmatter_water_saline	7/13/2023 10:15	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_3.mzML	environmental	dissolvedorganicmatter_water_saline	7/14/2023 10:15	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_4.mzML	environmental	dissolvedorganicmatter_water_saline	7/15/2023 10:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_5.mzML	environmental	dissolvedorganicmatter_water_saline	7/16/2023 10:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_6.mzML	environmental	dissolvedorganicmatter_water_saline	7/17/2023 10:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_7.mzML	environmental	dissolvedorganicmatter_water_saline	7/18/2023 10:45	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_8.mzML	environmental	dissolvedorganicmatter_water_saline	7/19/2023 10:45	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_9.mzML	environmental	dissolvedorganicmatter_water_saline	7/20/2023 11:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	C18_Blank10.mzML	blank_extraction	blank_extraction	7/21/2023 10:30	United States of America	32.86701|-117.25714							2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_1a.mzML	environmental	dissolvedorganicmatter_water_saline	7/12/2023 10:45	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_1b.mzML	environmental	dissolvedorganicmatter_water_saline	7/12/2023 10:45	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_2a.mzML	environmental	dissolvedorganicmatter_water_saline	7/13/2023 10:15	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_2b.mzML	environmental	dissolvedorganicmatter_water_saline	7/13/2023 10:15	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_3a.mzML	environmental	dissolvedorganicmatter_water_saline	7/14/2023 10:15	United States of America	32.86701|-117.25715	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_3b.mzML	environmental	dissolvedorganicmatter_water_saline	7/14/2023 10:15	United States of America	32.86701|-117.25716	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_4a.mzML	environmental	dissolvedorganicmatter_water_saline	7/15/2023 10:30	United States of America	32.86701|-117.25717	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_4b.mzML	environmental	dissolvedorganicmatter_water_saline	7/15/2023 10:30	United States of America	32.86701|-117.25718	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_5a.mzML	environmental	dissolvedorganicmatter_water_saline	7/16/2023 10:30	United States of America	32.86701|-117.25719	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_5b.mzML	environmental	dissolvedorganicmatter_water_saline	7/16/2023 10:30	United States of America	32.86701|-117.25720	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_6a.mzML	environmental	dissolvedorganicmatter_water_saline	7/17/2023 10:30	United States of America	32.86701|-117.25721	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_6b.mzML	environmental	dissolvedorganicmatter_water_saline	7/17/2023 10:30	United States of America	32.86701|-117.25722	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_7a.mzML	environmental	dissolvedorganicmatter_water_saline	7/18/2023 10:45	United States of America	32.86701|-117.25723	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_7b.mzML	environmental	dissolvedorganicmatter_water_saline	7/18/2023 10:45	United States of America	32.86701|-117.25724	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_8a.mzML	environmental	dissolvedorganicmatter_water_saline	7/19/2023 10:45	United States of America	32.86701|-117.25725	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_8b.mzML	environmental	dissolvedorganicmatter_water_saline	7/19/2023 10:45	United States of America	32.86701|-117.25726	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_9a.mzML	environmental	dissolvedorganicmatter_water_saline	7/20/2023 11:00	United States of America	32.86701|-117.25727	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_9b.mzML	environmental	dissolvedorganicmatter_water_saline	7/20/2023 11:00	United States of America	32.86701|-117.25728	0.0	marine biome	sea water				2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_Blank1.mzML	blank_extraction	blank_extraction	7/12/2023 10:45	United States of America	32.86701|-117.25729							2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
MSV000092622	U_Blank10.mzML	blank_extraction	blank_extraction	7/21/2023 10:30	United States of America	32.86701|-117.25730							2023	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	LTQ Orbitrap Elite|MS:1001910	electrospray ionization (positive)	reverse phase (C18)												
