MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	UBERONBodyPartName	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase
MSV000097043	Lab50_14_500ppm_cent_neg.mzML	plant	plant_angiospermae	1986534|Teucrium veronicoides	cardinal organ part	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lab50_03_500ppm_cent_neg.mzML	plant	plant_angiospermae	1986534|Teucrium veronicoides	cardinal organ part	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lab50_09_500ppm_cent_neg.mzML	plant	plant_angiospermae	1986534|Teucrium veronicoides	cardinal organ part	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Arc50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	199225|Pinellia ternata	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ArcE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	199225|Pinellia ternata	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ArcW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	199225|Pinellia ternata	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Ara50_05_500ppm_cent_neg.mzML	plant	plant_angiospermae	199225|Pinellia ternata	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Ara50_02_500ppm_cent_neg.mzML	plant	plant_angiospermae	199225|Pinellia ternata	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Ara50_06_500ppm_cent_neg.mzML	plant	plant_angiospermae	199225|Pinellia ternata	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Zin50_03_500ppm_cent_pos.mzML	plant	plant_angiospermae	199623|Alpinia officinarum	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinE03_500ppm_cent_pos.mzML	plant	plant_angiospermae	199623|Alpinia officinarum	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinW03_500ppm_cent_pos.mzML	plant	plant_angiospermae	199623|Alpinia officinarum	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	VerW02_500ppm_cent_neg.mzML	plant	plant_angiospermae	199623|Alpinia officinarum	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinE03_500ppm_cent_neg.mzML	plant	plant_angiospermae	199623|Alpinia officinarum	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Zin50_05_500ppm_cent_neg.mzML	plant	plant_angiospermae	199623|Alpinia officinarum	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Zin50_05_500ppm_cent_pos.mzML	plant	plant_angiospermae	199627|Wurfbainia villosa	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinE05_500ppm_cent_pos.mzML	plant	plant_angiospermae	199627|Wurfbainia villosa	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinW05_500ppm_cent_pos.mzML	plant	plant_angiospermae	199627|Wurfbainia villosa	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	VerE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	199627|Wurfbainia villosa	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Zin50_07_500ppm_cent_neg.mzML	plant	plant_angiospermae	199627|Wurfbainia villosa	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinW05_500ppm_cent_neg.mzML	plant	plant_angiospermae	199627|Wurfbainia villosa	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Spa50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	203643|Sparganium stoloniferum	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	SpaE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	203643|Sparganium stoloniferum	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	SpaW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	203643|Sparganium stoloniferum	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Sol50_02_500ppm_cent_neg.mzML	plant	plant_angiospermae	203643|Sparganium stoloniferum	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Sol50_03_500ppm_cent_neg.mzML	plant	plant_angiospermae	203643|Sparganium stoloniferum	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	SolE02_500ppm_cent_neg.mzML	plant	plant_angiospermae	203643|Sparganium stoloniferum	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Umb50_05_500ppm_cent_pos.mzML	plant	plant_angiospermae	203717|Saposhnikovia divaricata	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	UmbE05_500ppm_cent_pos.mzML	plant	plant_angiospermae	203717|Saposhnikovia divaricata	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	UmbW05_500ppm_cent_pos.mzML	plant	plant_angiospermae	203717|Saposhnikovia divaricata	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ThyE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	203717|Saposhnikovia divaricata	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	UmbE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	203717|Saposhnikovia divaricata	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	UmbE11_500ppm_cent_neg.mzML	plant	plant_angiospermae	203717|Saposhnikovia divaricata	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Ver50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	204215|Vitex trifolia	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	VerE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	204215|Vitex trifolia	fruit	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	VerW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	204215|Vitex trifolia	fruit	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Umb50_05_500ppm_cent_neg.mzML	plant	plant_angiospermae	204215|Vitex trifolia	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	UmbW05_500ppm_cent_neg.mzML	plant	plant_angiospermae	204215|Vitex trifolia	fruit	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	UmbE08_500ppm_cent_neg.mzML	plant	plant_angiospermae	204215|Vitex trifolia	fruit	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Sim50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	210334|Picrasma quassioides	heartwood	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	SimE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	210334|Picrasma quassioides	heartwood	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	SimW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	210334|Picrasma quassioides	heartwood	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Sch50_01_500ppm_cent_neg.mzML	plant	plant_angiospermae	210334|Picrasma quassioides	heartwood	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	SchE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	210334|Picrasma quassioides	heartwood	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	SchW01_500ppm_cent_neg.mzML	plant	plant_angiospermae	210334|Picrasma quassioides	heartwood	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Zyg50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	210369|Tribulus terrestris	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZygE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	210369|Tribulus terrestris	fruit	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZygW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	210369|Tribulus terrestris	fruit	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Zin50_10_500ppm_cent_neg.mzML	plant	plant_angiospermae	210369|Tribulus terrestris	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinE10_500ppm_cent_neg.mzML	plant	plant_angiospermae	210369|Tribulus terrestris	fruit	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinW10_500ppm_cent_neg.mzML	plant	plant_angiospermae	210369|Tribulus terrestris	fruit	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Eup50_02_500ppm_cent_pos.mzML	plant	plant_angiospermae	212925|Euphorbia lathyris	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	EupE02_500ppm_cent_pos.mzML	plant	plant_angiospermae	212925|Euphorbia lathyris	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	EupW_02_500ppm_cent_pos.mzML	plant	plant_angiospermae	212925|Euphorbia lathyris	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	EupE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	212925|Euphorbia lathyris	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Eup50_02_500ppm_cent_neg.mzML	plant	plant_angiospermae	212925|Euphorbia lathyris	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	EupW02_500ppm_cent_neg.mzML	plant	plant_angiospermae	212925|Euphorbia lathyris	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Myt50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	219868|Syzygium aromaticum	flower	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	MytE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	219868|Syzygium aromaticum	flower	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	MytW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	219868|Syzygium aromaticum	flower	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Nym50_01_500ppm_cent_neg.mzML	plant	plant_angiospermae	219868|Syzygium aromaticum	flower	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Nym50_02_500ppm_cent_neg.mzML	plant	plant_angiospermae	219868|Syzygium aromaticum	flower	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	NymE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	219868|Syzygium aromaticum	flower	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lab50_09_500ppm_cent_pos.mzML	plant	plant_angiospermae	226208|Salvia miltiorrhiza	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabE09_500ppm_cent_pos.mzML	plant	plant_angiospermae	226208|Salvia miltiorrhiza	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabW09_500ppm_cent_pos.mzML	plant	plant_angiospermae	226208|Salvia miltiorrhiza	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabW11_500ppm_cent_neg.mzML	plant	plant_angiospermae	226208|Salvia miltiorrhiza	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabW10_500ppm_cent_neg.mzML	plant	plant_angiospermae	226208|Salvia miltiorrhiza	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabW05_500ppm_cent_neg.mzML	plant	plant_angiospermae	226208|Salvia miltiorrhiza	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Arc50_03_500ppm_cent_pos.mzML	plant	plant_angiospermae	227498|Arisaema heterophyllum	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ArcE03_500ppm_cent_pos.mzML	plant	plant_angiospermae	227498|Arisaema heterophyllum	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ArcW03_500ppm_cent_pos.mzML	plant	plant_angiospermae	227498|Arisaema heterophyllum	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AraW05_500ppm_cent_neg.mzML	plant	plant_angiospermae	227498|Arisaema heterophyllum	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AraW02_500ppm_cent_neg.mzML	plant	plant_angiospermae	227498|Arisaema heterophyllum	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AraW06_500ppm_cent_neg.mzML	plant	plant_angiospermae	227498|Arisaema heterophyllum	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Ara50_05_500ppm_cent_pos.mzML	plant	plant_angiospermae	228393|Kalopanax septemlobus	bark	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AraE05_500ppm_cent_pos.mzML	plant	plant_angiospermae	228393|Kalopanax septemlobus	bark	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AraW05_500ppm_cent_pos.mzML	plant	plant_angiospermae	228393|Kalopanax septemlobus	bark	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ArcE03_500ppm_cent_neg.mzML	plant	plant_angiospermae	228393|Kalopanax septemlobus	bark	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AraE04_500ppm_cent_neg.mzML	plant	plant_angiospermae	228393|Kalopanax septemlobus	bark	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AraE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	228393|Kalopanax septemlobus	bark	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lab50_06_500ppm_cent_pos.mzML	plant	plant_angiospermae	228974|Thymus quinquecostatus	whole plant	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabE06_500ppm_cent_pos.mzML	plant	plant_angiospermae	228974|Thymus quinquecostatus	whole plant	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabW06_500ppm_cent_pos.mzML	plant	plant_angiospermae	228974|Thymus quinquecostatus	whole plant	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabE07_500ppm_cent_neg.mzML	plant	plant_angiospermae	228974|Thymus quinquecostatus	whole plant	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabE10_500ppm_cent_neg.mzML	plant	plant_angiospermae	228974|Thymus quinquecostatus	whole plant	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabW04_500ppm_cent_neg.mzML	plant	plant_angiospermae	228974|Thymus quinquecostatus	whole plant	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Eup50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	239687|Euphorbia kansui	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	EupE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	239687|Euphorbia kansui	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	EupW_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	239687|Euphorbia kansui	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Eup50_01_500ppm_cent_neg.mzML	plant	plant_angiospermae	239687|Euphorbia kansui	tuber	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	EupW01_500ppm_cent_neg.mzML	plant	plant_angiospermae	239687|Euphorbia kansui	tuber	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	EupE02_500ppm_cent_neg.mzML	plant	plant_angiospermae	239687|Euphorbia kansui	tuber	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Zin50_08_500ppm_cent_pos.mzML	plant	plant_angiospermae	252867|Lanxangia tsao-ko	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinE08_500ppm_cent_pos.mzML	plant	plant_angiospermae	252867|Lanxangia tsao-ko	fruit	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ZinW08_500ppm_cent_pos.mzML	plant	plant_angiospermae	252867|Lanxangia tsao-ko	fruit	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	VioE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	252867|Lanxangia tsao-ko	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
