MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	UBERONBodyPartName	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase
MSV000097043	Cuc50_02_500ppm_cent_neg.mzML	plant	plant_angiospermae	3677|Trichosanthes kirilowii	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CucE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	3677|Trichosanthes kirilowii	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CucE02_500ppm_cent_neg.mzML	plant	plant_angiospermae	3677|Trichosanthes kirilowii	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CucW01_500ppm_cent_neg.mzML	plant	plant_angiospermae	3677|Trichosanthes kirilowii	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CucW02_500ppm_cent_neg.mzML	plant	plant_angiospermae	3677|Trichosanthes kirilowii	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Cru50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3707|Brassica juncea	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CruE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3707|Brassica juncea	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CruW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3707|Brassica juncea	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Cru50_01_500ppm_cent_neg.mzML	plant	plant_angiospermae	3707|Brassica juncea	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Cru50_03_500ppm_cent_neg.mzML	plant	plant_angiospermae	3707|Brassica juncea	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Cru50_02_500ppm_cent_neg.mzML	plant	plant_angiospermae	3707|Brassica juncea	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Com50_20_500ppm_cent_pos.mzML	plant	plant_angiospermae	371450|Sigesbeckia glabrescens	cardinal organ part	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ComE20_500ppm_cent_pos.mzML	plant	plant_angiospermae	371450|Sigesbeckia glabrescens	cardinal organ part	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ComW20_500ppm_cent_pos.mzML	plant	plant_angiospermae	371450|Sigesbeckia glabrescens	cardinal organ part	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ComE07_500ppm_cent_neg.mzML	plant	plant_angiospermae	371450|Sigesbeckia glabrescens	cardinal organ part	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ComE19_500ppm_cent_neg.mzML	plant	plant_angiospermae	371450|Sigesbeckia glabrescens	cardinal organ part	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	ComE15_500ppm_cent_neg.mzML	plant	plant_angiospermae	371450|Sigesbeckia glabrescens	cardinal organ part	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Cru50_02_500ppm_cent_pos.mzML	plant	plant_angiospermae	3726|Raphanus sativus	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CruE02_500ppm_cent_pos.mzML	plant	plant_angiospermae	3726|Raphanus sativus	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CruW02_500ppm_cent_pos.mzML	plant	plant_angiospermae	3726|Raphanus sativus	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CruE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	3726|Raphanus sativus	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CruE03_500ppm_cent_neg.mzML	plant	plant_angiospermae	3726|Raphanus sativus	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	CruE02_500ppm_cent_neg.mzML	plant	plant_angiospermae	3726|Raphanus sativus	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Ros50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3760|Prunus persica	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	RosE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3760|Prunus persica	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	RosW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3760|Prunus persica	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Rha50_01_500ppm_cent_neg.mzML	plant	plant_angiospermae	3760|Prunus persica	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	RosW02_500ppm_cent_neg.mzML	plant	plant_angiospermae	3760|Prunus persica	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	RosE03_500ppm_cent_neg.mzML	plant	plant_angiospermae	3760|Prunus persica	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Rut50_02_500ppm_cent_pos.mzML	plant	plant_angiospermae	37690|Citrus trifoliata	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	RutE02_500ppm_cent_pos.mzML	plant	plant_angiospermae	37690|Citrus trifoliata	fruit	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	RutW02_500ppm_cent_pos.mzML	plant	plant_angiospermae	37690|Citrus trifoliata	fruit	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	RubE02_500ppm_cent_neg.mzML	plant	plant_angiospermae	37690|Citrus trifoliata	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Rut50_07_500ppm_cent_neg.mzML	plant	plant_angiospermae	37690|Citrus trifoliata	fruit	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	RutW03_500ppm_cent_neg.mzML	plant	plant_angiospermae	37690|Citrus trifoliata	fruit	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_13_500ppm_cent_pos.mzML	plant	plant_angiospermae	3813|Albizia julibrissin	bark	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegE13_500ppm_cent_pos.mzML	plant	plant_angiospermae	3813|Albizia julibrissin	bark	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegW13_500ppm_cent_pos.mzML	plant	plant_angiospermae	3813|Albizia julibrissin	bark	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_11_500ppm_cent_neg.mzML	plant	plant_angiospermae	3813|Albizia julibrissin	bark	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegE15_500ppm_cent_neg.mzML	plant	plant_angiospermae	3813|Albizia julibrissin	bark	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_14_500ppm_cent_neg.mzML	plant	plant_angiospermae	3813|Albizia julibrissin	bark	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Ama50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	384659|Achyranthes bidentata	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AmaE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	384659|Achyranthes bidentata	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AmaW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	384659|Achyranthes bidentata	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Ama50_01_500ppm_cent_neg.mzML	plant	plant_angiospermae	384659|Achyranthes bidentata	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AmaE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	384659|Achyranthes bidentata	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AmaW01_500ppm_cent_neg.mzML	plant	plant_angiospermae	384659|Achyranthes bidentata	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_15_500ppm_cent_pos.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	flower	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegE15_500ppm_cent_pos.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	flower	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegW15_500ppm_cent_pos.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	flower	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_13_500ppm_cent_neg.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegW11_500ppm_cent_neg.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	flower	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegE09_500ppm_cent_neg.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegW15_500ppm_cent_neg.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	flower	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_04_500ppm_cent_neg.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegW14_500ppm_cent_neg.mzML	plant	plant_angiospermae	3893|Pueraria montana var. lobata	flower	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_10_500ppm_cent_pos.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	flower	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_16_500ppm_cent_pos.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegE10_500ppm_cent_pos.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	flower	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegE16_500ppm_cent_pos.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	fruit	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegW10_500ppm_cent_pos.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	flower	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LegW16_500ppm_cent_pos.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	fruit	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_05_500ppm_cent_neg.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	flower	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_08_500ppm_cent_neg.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	fruit	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_01_500ppm_cent_neg.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	flower	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_03_500ppm_cent_neg.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	fruit	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Leg50_18_500ppm_cent_neg.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	flower	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lem50_01_500ppm_cent_neg.mzML	plant	plant_angiospermae	3897|Styphnolobium japonicum	fruit	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lab50_13_500ppm_cent_pos_20240419190715.mzML	plant	plant_angiospermae	39358|Prunella vulgaris	flower	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabE13_500ppm_cent_pos_20240419184612.mzML	plant	plant_angiospermae	39358|Prunella vulgaris	flower	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LabW13_500ppm_cent_pos_20240419192817.mzML	plant	plant_angiospermae	39358|Prunella vulgaris	flower	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lab50_02_500ppm_cent_neg.mzML	plant	plant_angiospermae	39358|Prunella vulgaris	flower	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lab50_13_500ppm_cent_neg.mzML	plant	plant_angiospermae	39358|Prunella vulgaris	flower	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lab50_06_500ppm_cent_neg.mzML	plant	plant_angiospermae	39358|Prunella vulgaris	flower	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lil50_04_500ppm_cent_pos.mzML	plant	plant_angiospermae	39529|Liriope muscari	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LilE04_500ppm_cent_pos.mzML	plant	plant_angiospermae	39529|Liriope muscari	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LilW04_500ppm_cent_pos.mzML	plant	plant_angiospermae	39529|Liriope muscari	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lil50_05_500ppm_cent_neg.mzML	plant	plant_angiospermae	39529|Liriope muscari	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LilW02_500ppm_cent_neg.mzML	plant	plant_angiospermae	39529|Liriope muscari	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LilE04_500ppm_cent_neg.mzML	plant	plant_angiospermae	39529|Liriope muscari	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lor50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3972|Viscum album	cardinal organ part	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LorE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3972|Viscum album	cardinal organ part	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LorW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	3972|Viscum album	cardinal organ part	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Mag50_02_500ppm_cent_neg.mzML	plant	plant_angiospermae	3972|Viscum album	cardinal organ part	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	MagE02_500ppm_cent_neg.mzML	plant	plant_angiospermae	3972|Viscum album	cardinal organ part	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	MagW02_500ppm_cent_neg.mzML	plant	plant_angiospermae	3972|Viscum album	cardinal organ part	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Lin50_01_500ppm_cent_pos.mzML	plant	plant_angiospermae	4006|Linum usitatissimum	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LinE01_500ppm_cent_pos.mzML	plant	plant_angiospermae	4006|Linum usitatissimum	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LinW01_500ppm_cent_pos.mzML	plant	plant_angiospermae	4006|Linum usitatissimum	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Log50_01_500ppm_cent_neg.mzML	plant	plant_angiospermae	4006|Linum usitatissimum	seed	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LogE01_500ppm_cent_neg.mzML	plant	plant_angiospermae	4006|Linum usitatissimum	seed	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	LogW01_500ppm_cent_neg.mzML	plant	plant_angiospermae	4006|Linum usitatissimum	seed	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	Ara50_02_500ppm_cent_pos.mzML	plant	plant_angiospermae	4054|Panax ginseng	root	2024.0	solid material, dried	ethanol-water (1:1)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AraE02_500ppm_cent_pos.mzML	plant	plant_angiospermae	4054|Panax ginseng	root	2024.0	solid material, dried	ethanol (100%)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
MSV000097043	AraW02_500ppm_cent_pos.mzML	plant	plant_angiospermae	4054|Panax ginseng	root	2024.0	solid material, dried	water (100%) (deg_C_NOS)	sulfamethazine;sulfadimethoxine	Orbitrap Exploris 120|MS:1003095	electrospray ionization (positive)	reverse phase (C18)
