MassiveID	filename	SampleType	ENVOEnvironmentMaterial	UBERONBodyPartName	NCBITaxonomy	LatitudeandLongitude	SampleCollectionDateandTime	DepthorAltitudeMeters	SampleTypeSub1	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	Country	HumanPopulationDensity	qiita_sample_name
MSV000085480	ETNP_61.mzML	environmental	sea water	not applicable	not applicable	16.5|-107.2	""	-200	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085480	ETNP_62.mzML	environmental	sea water	not applicable	not applicable	16.5|-107.2	""	-180	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085480	ETNP_63.mzML	environmental	sea water	not applicable	not applicable	16.5|-107.2	""	-160	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085480	ETNP_64.mzML	environmental	sea water	not applicable	not applicable	16.5|-107.2	""	-140	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085480	ETNP_65.mzML	environmental	sea water	not applicable	not applicable	16.5|-107.2	""	-98	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085480	ETNP_66.mzML	environmental	sea water	not applicable	not applicable	16.5|-107.2	""	-93	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085480	ETNP_67.mzML	environmental	sea water	not applicable	not applicable	16.5|-107.2	""	-89	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085480	ETNP_68.mzML	environmental	sea water	not applicable	not applicable	16.5|-107.2	""	-78	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085480	ETNP_69.mzML	environmental	sea water	not applicable	not applicable	16.5|-107.2	""	-67	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
MSV000085480	ETNP_57.mzML	environmental	sea water	not applicable	not applicable	16|-110	""	-109	dissolvedorganicmatter_water_saline	2017	liquid, solid phase extraction (PPL)	""	not applicable	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable
