MassiveID	filename	SampleType	SampleTypeSub1	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	sample_code_rosetta	ATTRIBUTE_STATION	ATTRIBUTE_DEPTH	ATTRIBUTE_temp	ATTRIBUTE_sal	ATTRIBUTE_Sbeox0Mg/L	ATTRIBUTE_par	ATTRIBUTE_par1	ATTRIBUTE_spar	ATTRIBUTE_fl-eco-afl	ATTRIBUTE_turb	ATTRIBUTE_CStarTr0.(%)	ATTRIBUTE_Leu_ratio	ATTRIBUTE_leu.ratio.st.des	ATTRIBUTE_LONGHURST	ATTRIBUTE_LONGHURST_name
MSV000096004	AN1WDOC_PPL_043_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/31/2020 09.00	not applicable	not applicable	-6.77|-31.33	-120.0	not specified	not specified	not applicable	not applicable	AN1_ST14_SURF	ST14	DCM	27.47879	36.46231	6.258355	203.5282	140.3436	213.5564	-0.02235	0.196982	98.74366	13.69306	0.783357	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_044_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-6.77|-31.33	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST14_DCM	ST14	surf	22.22332	36.62498	5.76739	3.29997	2.71297	178.715	0.61924	0.19974	98.37895	1.274604	1.128708	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_046_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-14.368|-33.91	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST15_SURF	ST15	surf	26.94217	37.28707	6.319544	817.4744	635.8433	296.0056	0.010489	0.210989	98.58052	21.53851	3.259739	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_047_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-14.368|-33.91	-145.0	not specified	not specified	not applicable	not applicable	AN1_ST15_DCM	ST15	DCM	24.00393	37.12836	6.47152	1.80994	1.43389	271.129	0.28141	0.18936	98.83216	22.36328	2.912973	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_048_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-14.368|-33.91	-80.0	not specified	not specified	not applicable	not applicable	AN1_ST15_DEEP1	ST15	1%PAR	25.38272	37.34504	6.619056	88.34378	77.76044	279.0344	0.028989	0.207967	94.47178			SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_049_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-14.368|-33.91	-350.0	not specified	not specified	not applicable	not applicable	AN1_ST15_DEEP3	ST15	depth1	11.57427	35.07021	4.065167	0.078412	0.000494	280.8033	-0.33472	0.1778	99.13246			SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_050_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/03/2021 09.00	not applicable	not applicable	-17.781|-35.26	-2000.0	not specified	not specified	not applicable	not applicable	AN1_ST15_DEEP4	ST15	depth2	3.309478	34.94281	7.858944	0.078411	0.000479	2077.5	-0.06204	0.185444	99.22354			SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_051_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/03/2021 09.00	not applicable	not applicable	-17.781|-35.26	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST16_SURF	ST16	surf	27.47857	37.30861	6.511107	1221.557	911.6171	2362.157	0.20495	0.243707	96.45346	32.21282	5.822745	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_052_NEG_exp.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/04/2021 09.00	not applicable	not applicable	-21.29|-36.79	-5.0	not specified	not specified	not applicable	not applicable	AN1_DOCLAB_EXP2_1A		surf													
MSV000096004	AN1WDOC_PPL_053_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/04/2021 09.00	not applicable	not applicable	-21.29|-36.79	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST17_SURF	ST17	surf	27.23523	37.23178	6.412467	921.9108	632.3817	2066.058	0.010575	0.230725	97.82633	16.24001	10.81824	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_054_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/04/2021 09.00	not applicable	not applicable	-21.29|-36.79	-90.0	not specified	not specified	not applicable	not applicable	AN1_ST17_DCM	ST17	DCM	24.80399	37.21266	6.44622	11.3369	8.74581	2635.55	0.37183	0.20253	98.17083	21.77918	8.137188	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_055_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/04/2021 09.00	not applicable	not applicable	-21.29|-36.79		not specified	not specified	not applicable	not applicable	AN1_ST17_BLK	ST17	blk												SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_056_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST18_SURF	ST18	surf	13.67707	34.18184	8.561756	233.8544	200.5356	365.5244	0.749633	0.363833	92.84318	18.33468	6.914618	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_057_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71	-55.0	not specified	not specified	not applicable	not applicable	AN1_ST18_DCM	ST18	DCM	23.98663	37.05277	6.77744	21.4895	16.983	847.755	0.20761	0.20325	98.269	9.567105	3.980708	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_058_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71	-80.0	not specified	not specified	not applicable	not applicable	AN1_ST18_DEEP1	ST18	1%PAR	23.18609	36.97205	6.6437	26.96624	24.36618	1594.004	0.187938	0.198425	97.46283			SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_059_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71	-570.0	not specified	not specified	not applicable	not applicable	AN1_ST18_DEEP3	ST18	depth1	9.622567	34.76183	5.876867	0.078412	0.000488	1846.022	-0.18279	0.181811	99.19818			SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_060_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71	-2000.0	not specified	not specified	not applicable	not applicable	AN1_ST18_DEEP4	ST18	depth2	3.598333	34.94793	7.712511	0.078411	0.000502	946.9878	-0.0378	0.186478	99.20264			SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_061_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71		not specified	not specified	not applicable	not applicable	AN1_ST18_BLK	ST18	blk												SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_062_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/06/2021 09.00	not applicable	not applicable	-27.789702|-40.654694	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST19_SURF	ST19	surf	24.40185	36.26189	6.665673	347.8613	288.1993	765.168	0.001493	0.20198	98.37361	26.76383	4.629893	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_063_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/06/2021 09.00	not applicable	not applicable	-27.789702|-40.654694		not specified	not specified	not applicable	not applicable	AN1_ST19_BLK	ST19	blk												SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_064_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/07/2021 09.00	not applicable	not applicable	-30.98|-42.96	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST20_SURF	ST20	surf	23.57675	36.09837	6.773792	241.0825	217.715	359.6975	0.021133	0.211217	98.08233	17.36959	3.816671	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_065_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/07/2021 09.00	not applicable	not applicable	-30.98|-42.96	-110.0	not specified	not specified	not applicable	not applicable	AN1_ST20_DCM	ST20	DCM	16.65375	35.7459	7.01794	0.907859	0.720779	185.686	0.49296	0.21035	98.12854	6.913178	1.502138	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_066_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/07/2021 09.00	not applicable	not applicable	-30.98|-42.96		not specified	not specified	not applicable	not applicable	AN1_ST20_BLK	ST20	blk												SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_067_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/08/2021 09.00	not applicable	not applicable	-34.4|-45.3	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST21_SURF	ST21	surf	23.8763	36.99592	6.695175	491.6994	346.8181	512.9556	0.010331	0.216469	97.95283	14.88523	2.876823	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_068_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/08/2021 09.00	not applicable	not applicable	-34.4|-45.3		not specified	not specified	not applicable	not applicable	AN1_ST21_BLK	ST21	blk												SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_069_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/09/2021 09.00	not applicable	not applicable	-37.23|-48.109	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST22_SURF	ST22	surf	17.4745	31.64554	6.70663	117.38	96.6833	208.248	0.07881	0.22072	86.77491	27.47954	3.032283	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_070_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/09/2021 09.00	not applicable	not applicable	-37.23|-48.109	-60.0	not specified	not specified	not applicable	not applicable	AN1_ST22_DCM	ST22	DCM	16.67077	35.31587	7.97549	5.00157	3.74569	225.846	1.41044	0.28563	94.48388	33.71464	3.486942	SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_071_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/09/2021 09.00	not applicable	not applicable	-37.23|-48.109	-70.0	not specified	not specified	not applicable	not applicable	AN1_ST22_DEEP1	ST22	1%PAR	15.62346	35.31586	6.998333	10.21516	9.023522	327.7489	0.574267	0.236478	97.0949			SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_072_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/09/2021 09.00	not applicable	not applicable	-37.23|-48.109	-375.0	not specified	not specified	not applicable	not applicable	AN1_ST22_DEEP3	ST22	depth1	10.3431	34.8479	7.056644	0.078412	0.000476	278.1867	-0.26887	0.163656	99.12294			SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_073_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/09/2021 09.00	not applicable	not applicable	-37.23|-48.109	-2000.0	not specified	not specified	not applicable	not applicable	AN1_ST22_DEEP4	ST22	depth2	3.098567	34.78146	6.335633	0.078412	0.00048	219.7767	-0.04481	0.179144	99.1153			SATL	South Atlantic
MSV000096004	AN1WDOC_PPL_079_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/10/2021 09.00	not applicable	not applicable	-43.790748|-54.753549	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST23_SURF	ST23	surf	18.53745	34.19268	7.558879	195.1936	171.1971	399.045	0.213707	0.273321	95.6475	98.64029	6.827925	SSTC	South Subtropical Convergence
MSV000096004	AN1WDOC_PPL_080_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/10/2021 09.00	not applicable	not applicable	-43.790748|-54.753549		not specified	not specified	not applicable	not applicable	AN1_ST23_BLK	ST23	blk													
MSV000096004	AN1WDOC_PPL_082_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/12/2021 09.00	not applicable	not applicable	-46.79|-58.48	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST24_SURF	ST24	surf	13.67707	34.18184	8.561756	233.8544	200.5356	365.5244	0.749633	0.363833	92.84318			FKLD	Coastal SW Atlantic Shelves
MSV000096004	AN1WDOC_PPL_083_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/12/2021 09.00	not applicable	not applicable	-46.79|-58.48	-34.0	not specified	not specified	not applicable	not applicable	AN1_ST24_DCM	ST24	DCM	10.46358	34.10339	9.25936	14.0825	10.77514	390.112	1.73826	0.35152	93.59159	65.78101	6.022107	FKLD	Coastal SW Atlantic Shelves
MSV000096004	AN1WDOC_PPL_084_NEG.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/12/2021 09.00	not applicable	not applicable	-46.79|-58.48	-50.0	not specified	not specified	not applicable	not applicable	AN1_ST24_DEEP1	ST24	1%PAR	7.685433	34.0742	9.566433	3.511433	2.698233	397.1167	0.729033	0.282033	95.72623	29.58988	4.188524	FKLD	Coastal SW Atlantic Shelves
MSV000096004	AN1WDOC_PPL_085_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/12/2021 09.00	not applicable	not applicable	-46.79|-58.48		not specified	not specified	not applicable	not applicable	AN1_ST24_BLK	ST24	blk												FKLD	Coastal SW Atlantic Shelves
MSV000096004	AN1WDOC_PPL_086_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/12/2021 09.00	not applicable	not applicable	-46.79|-58.48		not specified	not specified	not applicable	not applicable	AN1_ST24_BLK	ST24	blk												FKLD	Coastal SW Atlantic Shelves
MSV000096004	AN1WDOC_PPL_087_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/12/2021 09.00	not applicable	not applicable	-46.79|-58.48		not specified	not specified	not applicable	not applicable	AN1_ST24_BLK	ST24	blk												FKLD	Coastal SW Atlantic Shelves
MSV000096004	AN1WDOC_PPL_088_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/12/2021 09.00	not applicable	not applicable	-46.79|-58.48		not specified	not specified	not applicable	not applicable	AN1_ST24_BLK	ST24	blk												FKLD	Coastal SW Atlantic Shelves
MSV000096004	AN1WDOC_PPL_089_NEG_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/12/2021 09.00	not applicable	not applicable	-46.79|-58.48		not specified	not specified	not applicable	not applicable	AN1_ST24_BLK	ST24	blk												FKLD	Coastal SW Atlantic Shelves
MSV000096004	BLP_001_NEG.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/06/2021 09.00	not applicable	not applicable			not specified	not specified	not applicable	not applicable			blk													
MSV000096004	BLP_002_NEG.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/06/2021 09.00	not applicable	not applicable			not specified	not specified	not applicable	not applicable			blk													
MSV000096004	BLP_003_NEG.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/06/2021 09.00	not applicable	not applicable			not specified	not specified	not applicable	not applicable			blk													
MSV000096004	BLP_004_NEG.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/06/2021 09.00	not applicable	not applicable			not specified	not specified	not applicable	not applicable			blk													
MSV000096004	BLP_005_NEG.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/06/2021 09.00	not applicable	not applicable			not specified	not specified	not applicable	not applicable			blk													
MSV000096004	BLP_006_NEG.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/06/2021 09.00	not applicable	not applicable			not specified	not specified	not applicable	not applicable			blk													
MSV000096004	BLP_007_NEG.mzML	blank_extraction	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (negative)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/06/2021 09.00	not applicable	not applicable			not specified	not specified	not applicable	not applicable			blk													
MSV000096004	AN1WDOC_PPL_001_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/18/2020 09.30	not applicable	not applicable	37.91|-15.974	-100.0	not specified	not specified	not applicable	not applicable	AN1_ST01_DEEP2	ST01	1%PAR	16.36569	36.12954	7.33294	0.6636									
MSV000096004	AN1WDOC_PPL_002_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/18/2020 09.30	not applicable	not applicable	37.91|-15.974	-60.0	not specified	not specified	not applicable	not applicable	AN1_ST01_DCM	ST01	DCM	17.53016	36.30329	7.41996	0.992859									
MSV000096004	AN1WDOC_PPL_003_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/18/2020 09.30	not applicable	not applicable	37.91|-15.974	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST01_SURF	ST01	surf	17.50406	36.29139	7.455	27.1271									
