MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters
MSV000099790	Anacampseros_sp_flower_lowmz.mzML	plant	plant_NOS	107583|Anacampseros	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2012-0113	13	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anacampseros_sp_leaf_highmz.mzML	plant	plant_NOS	107583|Anacampseros	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2012-0113	13	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anacampseros_sp_leaf_lowmz.mzML	plant	plant_NOS	107583|Anacampseros	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2012-0113	13	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anacampseros_sp_stem_highmz.mzML	plant	plant_NOS	107583|Anacampseros	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2012-0113	13	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anacampseros_sp_stem_lowmz.mzML	plant	plant_NOS	107583|Anacampseros	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2012-0113	13	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anigozanthos_viridis_flower_highmz.mzML	plant	plant_NOS	524053|Anigozanthos viridis	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2023-1560	2	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anigozanthos_viridis_flower_lowmz.mzML	plant	plant_NOS	524053|Anigozanthos viridis	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2023-1560	2	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anigozanthos_viridis_leaf_highmz.mzML	plant	plant_NOS	524053|Anigozanthos viridis	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2023-1560	2	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anigozanthos_viridis_leaf_lowmz.mzML	plant	plant_NOS	524053|Anigozanthos viridis	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2023-1560	2	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anigozanthos_viridis_stem_highmz.mzML	plant	plant_NOS	524053|Anigozanthos viridis	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2023-1560	2	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Anigozanthos_viridis_stem_lowmz.mzML	plant	plant_NOS	524053|Anigozanthos viridis	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2023-1560	2	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Calycanthus_raulstonii_leaf_highmz.mzML	plant	plant_NOS	2978058|Calycanthus_chinensis_x_Calycanthus_floridus	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2006-0806	19	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Calycanthus_raulstonii_leaf_lowmz.mzML	plant	plant_NOS	2978058|Calycanthus_chinensis_x_Calycanthus_floridus	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2006-0806	19	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Calycanthus_raulstonii_stem_highmz.mzML	plant	plant_NOS	2978058|Calycanthus_chinensis_x_Calycanthus_floridus	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2006-0806	19	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Calycanthus_raulstonii_stem_lowmz.mzML	plant	plant_NOS	2978058|Calycanthus_chinensis_x_Calycanthus_floridus	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2006-0806	19	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cercidiphyllum_japonicum_flower_highmz.mzML	plant	plant_NOS	13413|Cercidiphyllum japonicum	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2010-0853	15	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cercidiphyllum_japonicum_flower_lowmz.mzML	plant	plant_NOS	13413|Cercidiphyllum japonicum	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2010-0853	15	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cercidiphyllum_japonicum_leaf_highmz.mzML	plant	plant_NOS	13413|Cercidiphyllum japonicum	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2010-0853	15	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cercidiphyllum_japonicum_leaf_lowmz.mzML	plant	plant_NOS	13413|Cercidiphyllum japonicum	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2010-0853	15	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cercidiphyllum_japonicum_stem_highmz.mzML	plant	plant_NOS	13413|Cercidiphyllum japonicum	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2010-0853	15	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cercidiphyllum_japonicum_stem_lowmz.mzML	plant	plant_NOS	13413|Cercidiphyllum japonicum	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2010-0853	15	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cistanthe_grandiflora_leaf_highmz.mzML	plant	plant_NOS	107587|Cistanthe grandiflora	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2006-0402	19	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cistanthe_grandiflora_leaf_lowmz.mzML	plant	plant_NOS	107587|Cistanthe grandiflora	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2006-0402	19	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cistanthe_grandiflora_stem_highmz.mzML	plant	plant_NOS	107587|Cistanthe grandiflora	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2006-0402	19	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cistanthe_grandiflora_stem_lowmz.mzML	plant	plant_NOS	107587|Cistanthe grandiflora	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2006-0402	19	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cystopteris_protrusa_leaf_highmz.mzML	plant	plant_NOS	1328783|Cystopteris protrusa	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1994-1977	21	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cystopteris_protrusa_leaf_lowmz.mzML	plant	plant_NOS	1328783|Cystopteris protrusa	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1994-1977	21	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cystopteris_protrusa_stem_highmz.mzML	plant	plant_NOS	1328783|Cystopteris protrusa	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1994-1977	21	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Cystopteris_protrusa_stem_lowmz.mzML	plant	plant_NOS	1328783|Cystopteris protrusa	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1994-1977	21	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Davallia tyermanni_leaf_highmz.mzML	plant	plant_NOS	328207|Davallia tyermanni	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2008-1513	17	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Davallia_tyermanni_leaf_lowmz.mzML	plant	plant_NOS	328207|Davallia tyermanni	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2008-1513	17	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Davallia_tyermanni_stem_highmz.mzML	plant	plant_NOS	328207|Davallia tyermanni	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2008-1513	17	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Davallia_tyermanni_stem_lowmz.mzML	plant	plant_NOS	328207|Davallia tyermanni	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2008-1513	17	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Elegia_thyrsoidea_flower_highmz.mzML	plant	plant_NOS	311297|Elegia thyrsoidea	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2022-0976	3	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Elegia_thyrsoidea_flower_lowmz.mzML	plant	plant_NOS	311297|Elegia thyrsoidea	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2022-0976	3	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Elegia_thyrsoidea_leaf_highmz.mzML	plant	plant_NOS	311297|Elegia thyrsoidea	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2022-0976	3	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Elegia_thyrsoidea_leaf_lowmz.mzML	plant	plant_NOS	311297|Elegia thyrsoidea	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2022-0976	3	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Elegia_thyrsoidea_stem_highmz.mzML	plant	plant_NOS	311297|Elegia thyrsoidea	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2022-0976	3	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Elegia_thyrsoidea_stem_lowmz.mzML	plant	plant_NOS	311297|Elegia thyrsoidea	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2022-0976	3	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Eupomatia_laurina_flower_highmz.mzML	plant	plant_NOS	49863|Eupomatia laurina	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1973-1727	52	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Eupomatia_laurina_flower_lowmz.mzML	plant	plant_NOS	49863|Eupomatia laurina	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1973-1727	52	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Eupomatia_laurina_stem_highmz.mzML	plant	plant_NOS	49863|Eupomatia laurina	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1973-1727	52	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Eupomatia_laurina_stem_lowmz.mzML	plant	plant_NOS	49863|Eupomatia laurina	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1973-1727	52	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Fouquieria_macdougalii_leaf_highmz.mzML	plant	plant_NOS	98238|Fouquieria macdougalii	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1969-3210	56	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Fouquieria_macdougalii_leaf_lowmz.mzML	plant	plant_NOS	98238|Fouquieria macdougalii	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1969-3210	56	not applicable	leaf	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Fouquieria_macdougalii_stem_highmz.mzML	plant	plant_NOS	98238|Fouquieria macdougalii	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1969-3210	56	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Fouquieria_macdougalii_stem_lowmz.mzML	plant	plant_NOS	98238|Fouquieria macdougalii	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 1969-3210	56	not applicable	stem	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
MSV000099790	Impatiens_auricoma_flower_highmz.mzML	plant	plant_NOS	252981|Impatiens auricoma	2025	solid material, fresh	methanol-water (4:1)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Missouri Botanical Garden (St.Louis, MO) Accession 2021-0332	4	not applicable	flower	not applicable	not applicable	not applicable	not applicable	2025	United States of America	not applicable	not applicable	not applicable
