MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	Ionization	Type_site	Notes	Label_sample
MSV000095712	DOM_Std_Pier_out.mzML	reference material	dissolvedorganicmatter_water_saline	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Positive			
MSV000095712	JCB_26Aug24_A-N-40_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447602|108.987798	-0.4	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-N-40 
MSV000095712	JCB_26Aug24_A-N-55_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447602|108.987798	-0.55	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-N-55
MSV000095712	JCB_26Aug24_A-N-70_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447602|108.987798	-0.7	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-N-70
MSV000095712	JCB_26Aug24_A-N-100_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447602|108.987798	-1.0	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-N-100
MSV000095712	JCB_26Aug24_A-N-130_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447602|108.987798	-1.3	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-N-130
MSV000095712	JCB_26Aug24_A-N-160_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447602|108.987798	-1.6	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-N-160
MSV000095712	JCB_26Aug24_A-F-20_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446718|108.987863	-0.2	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-F-20
MSV000095712	JCB_26Aug24_A-F-35_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446718|108.987863	-0.35	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-F-35
MSV000095712	JCB_26Aug24_A-F-50_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446718|108.987863	-0.5	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-F-50
MSV000095712	JCB_26Aug24_A-F-80_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446718|108.987863	-0.8	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-F-80
MSV000095712	JCB_26Aug24_A-F-110_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446718|108.987863	-1.1	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-F-110
MSV000095712	JCB_26Aug24_A-F-140_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446718|108.987863	-1.4	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		A-F-140
MSV000095712	JCB_26Aug24_S-N-30_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447797|108.990853	-0.3	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-N-30
MSV000095712	JCB_26Aug24_S-N-45_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447797|108.990853	-0.45	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-N-45
MSV000095712	JCB_26Aug24_S-N-60_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447797|108.990853	-0.6	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-N-60
MSV000095712	JCB_26Aug24_S-N-90_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447797|108.990853	-0.9	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-N-90
MSV000095712	JCB_26Aug24_S-N-120_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447797|108.990853	-1.2	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-N-120
MSV000095712	JCB_26Aug24_S-N-140_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.447797|108.990853	-1.4	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-N-140
MSV000095712	JCB_26Aug24_S-F-35_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446883|108.990708	-0.35	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-F-35
MSV000095712	JCB_26Aug24_S-F-50_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446883|108.990708	-0.5	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-F-50
MSV000095712	JCB_26Aug24_S-F-65_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446883|108.990708	-0.65	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-F-65
MSV000095712	JCB_26Aug24_S-F-95_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446883|108.990708	-0.95	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-F-95
MSV000095712	JCB_26Aug24_S-F-125_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446883|108.990708	-1.25	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-F-125
MSV000095712	JCB_26Aug24_S-F-155_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/17/2024	Indonesia	not specified	0.446883|108.990708	-1.55	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		S-F-155
MSV000095712	JCB_26Aug24_F-N-15_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448443|109.000238	-0.15	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-N-15
MSV000095712	JCB_26Aug24_F-N-30_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448443|109.000238	-0.3	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-N-30
MSV000095712	JCB_26Aug24_F-N-45_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448443|109.000238	-0.45	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-N-45
MSV000095712	JCB_26Aug24_F-N-75_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448443|109.000238	-0.75	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-N-75
MSV000095712	JCB_26Aug24_F-N-105_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448443|109.000238	-1.05	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-N-105
MSV000095712	JCB_26Aug24_F-N-135_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448443|109.000238	-1.35	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-N-135
MSV000095712	JCB_26Aug24_F-F-25_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.447807|109.000238	-0.25	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-F-25
MSV000095712	JCB_26Aug24_F-F-40_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.447807|109.000238	-0.4	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-F-40
MSV000095712	JCB_26Aug24_F-F-55_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.447807|109.000238	-0.55	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-F-55
MSV000095712	JCB_26Aug24_F-F-85_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.447807|109.000238	-0.85	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-F-85
MSV000095712	JCB_26Aug24_F-F-115_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.447807|109.000238	-1.15	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-F-115
MSV000095712	JCB_26Aug24_F-F-145_neg.mzML	environmental	dissolvedorganicmatter_soil	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.447807|109.000238	-1.45	ENVO:00000446	ENVO:00005774			not applicable	not applicable	not applicable	Negative	POREWATER		F-F-145
MSV000095712	JCB_26Aug24_A-C-surf_neg.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448062|108.987719	-0.05	ENVO:00000873	ENVO:00002158			not applicable	not applicable	not applicable	Negative	SURFACE WATER		A-C-SURF
MSV000095712	JCB_26Aug24_A-C-deep_neg.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448062|108.987719	-0.5	ENVO:00000873	ENVO:00002158			not applicable	not applicable	not applicable	Negative	SURFACE WATER		A-C-DEEP
MSV000095712	JCB_26Aug24_S-C-surf_neg.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448245|108.990776	-0.05	ENVO:00000873	ENVO:00002158			not applicable	not applicable	not applicable	Negative	SURFACE WATER		S-C-SURF
MSV000095712	JCB_26Aug24_S-C-deep_neg.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.448245|108.990776	-0.51	ENVO:00000873	ENVO:00002158			not applicable	not applicable	not applicable	Negative	SURFACE WATER		S-C-DEEP
MSV000095712	JCB_26Aug24_F-C-surf_neg.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.449121|109.000116	-0.05	ENVO:00000873	ENVO:00002158			not applicable	not applicable	not applicable	Negative	SURFACE WATER		F-C-SURF
MSV000095712	JCB_26Aug24_F-C-deep_neg.mzML	environmental	dissolvedorganicmatter_water_freshwater	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4/18/2024	Indonesia	not specified	0.449121|109.000116	-0.47	ENVO:00000873	ENVO:00002158			not applicable	not applicable	not applicable	Negative	SURFACE WATER		F-C-DEEP
MSV000095712	JCB_26Aug24_LCMS_neg.mzML	blank_extraction	blank_extraction	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	JCB_26Aug24_MeOH_neg.mzML	blank_extraction	blank_extraction	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_1_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_1B_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_2_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_3_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_4_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_5_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_6_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_7_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_8_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_9_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_10_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_11_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	blank_std_12_neg.mzML	blank_analysis	blank_analysis	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	QC_1_neg_30C.mzML	blank_QC	blank_QC	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	QC_2_neg_30C.mzML	blank_QC	blank_QC	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	QC_3_neg_30C_out.mzML	blank_QC	blank_QC	not applicable	2024	not applicable	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	DOM_Std_Pier_in_neg.mzML	reference material	dissolvedorganicmatter_water_saline	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
MSV000095712	DOM_Std_Pier_out_neg.mzML	reference material	dissolvedorganicmatter_water_saline	not applicable	2024	liquid, solid phase extraction (PPL)	methanol (100%)	none	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	not specified							not applicable	not applicable	not applicable	Negative			
