filename	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	YearOfAnalysis	Country	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	InternalStandardsUsed	SampleExtractionMethod	SampleType	SampleTypeSub1	MassiveID
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_72_Sterile-BGramaLit_C_Rg70to1050-CE102040-soil-S1_Run173.mzML	Q Exactive|MS:1001911	electrospray ionization (negative)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_73_ExCtrl_A_Rg70to1050-CE102040-soil-S1_Run14.mzML	Q Exactive|MS:1001911	electrospray ionization (negative)	normal phase (HILIC)	2021	United States of America			not specified	water (100%) (deg_C_NOS)	blank_extraction	blank_extraction	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_74_ExCtrl_B_Rg70to1050-CE205060-soil-S1_Run121.mzML	Q Exactive|MS:1001911	electrospray ionization (negative)	normal phase (HILIC)	2021	United States of America			not specified	water (100%) (deg_C_NOS)	blank_extraction	blank_extraction	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_75_ExCtrl_C_Rg70to1050-CE102040-soil-S1_Run204.mzML	Q Exactive|MS:1001911	electrospray ionization (negative)	normal phase (HILIC)	2021	United States of America			not specified	water (100%) (deg_C_NOS)	blank_extraction	blank_extraction	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_7_S32-D30_A_Rg70to1050-CE102040-soil-S1_Run38.mzML	Q Exactive|MS:1001911	electrospray ionization (negative)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_8_S32-D30_B_Rg70to1050-CE205060-soil-S1_Run112.mzML	Q Exactive|MS:1001911	electrospray ionization (negative)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_9_S32-D30_C_Rg70to1050-CE102040-soil-S1_Run179.mzML	Q Exactive|MS:1001911	electrospray ionization (negative)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_10_S16-D45_A_Rg70to1050-CE102040-soil-S1_Run52.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_11_S16-D45_B_Rg70to1050-CE205060-soil-S1_Run126.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_12_S16-D45_C_Rg70to1050-CE102040-soil-S1_Run197.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_13_S17-D45_A_Rg70to1050-CE102040-soil-S1_Run43.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_14_S17-D45_B_Rg70to1050-CE205060-soil-S1_Run98.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_15_S17-D45_C_Rg70to1050-CE102040-soil-S1_Run163.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_16_S32-D45_A_Rg70to1050-CE102040-soil-S1_Run28.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_17_S32-D45_B_Rg70to1050-CE205060-soil-S1_Run108.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_18_S32-D45_C_Rg70to1050-CE102040-soil-S1_Run230.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_19_S16-D89_A_Rg70to1050-CE102040-soil-S1_Run83.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_1_S16-D30_A_Rg70to1050-CE102040-soil-S1_Run77.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_20_S16-D89_B_Rg70to1050-CE205060-soil-S1_Run117.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_21_S16-D89_C_Rg70to1050-CE102040-soil-S1_Run215.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_22_S17-D89_A_Rg70to1050-CE102040-soil-S1_Run71.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_23_S17-D89_B_Rg70to1050-CE205060-soil-S1_Run144.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_24_S17-D89_C_Rg70to1050-CE102040-soil-S1_Run184.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_25_S32-D89_A_Rg70to1050-CE102040-soil-S1_Run19.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_26_S32-D89_B_Rg70to1050-CE205060-soil-S1_Run147.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_27_S32-D89_C_Rg70to1050-CE102040-soil-S1_Run166.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_28_S29-D30_A_Rg70to1050-CE102040-soil-S1_Run40.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_29_S29-D30_B_Rg70to1050-CE205060-soil-S1_Run105.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_2_S16-D30_B_Rg70to1050-CE205060-soil-S1_Run154.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_30_S29-D30_C_Rg70to1050-CE102040-soil-S1_Run181.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_31_S40-D30_A_Rg70to1050-CE102040-soil-S1_Run16.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_32_S40-D30_B_Rg70to1050-CE205060-soil-S1_Run86.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_33_S40-D30_C_Rg70to1050-CE102040-soil-S1_Run227.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_34_S53-D30_A_Rg70to1050-CE102040-soil-S1_Run68.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_35_S53-D30_B_Rg70to1050-CE205060-soil-S1_Run123.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_36_S53-D30_C_Rg70to1050-CE102040-soil-S1_Run212.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_37_S29-D45_A_Rg70to1050-CE102040-soil-S1_Run25.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_38_S29-D45_B_Rg70to1050-CE205060-soil-S1_Run89.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_39_S29-D45_C_Rg70to1050-CE102040-soil-S1_Run175.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_3_S16-D30_C_Rg70to1050-CE102040-soil-S1_Run193.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_40_S40-D45_A_Rg70to1050-CE102040-soil-S1_Run49.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_41_S40-D45_B_Rg70to1050-CE205060-soil-S1_Run138.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_42_S40-D45_C_Rg70to1050-CE102040-soil-S1_Run187.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_43_S53-D45_A_Rg70to1050-CE102040-soil-S1_Run22.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_44_S53-D45_B_Rg70to1050-CE205060-soil-S1_Run95.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_45_S53-D45_C_Rg70to1050-CE102040-soil-S1_Run206.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_46_S29-D89_A_Rg70to1050-CE102040-soil-S1_Run74.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_47_S29-D89_B_Rg70to1050-CE205060-soil-S1_Run114.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_48_S29-D89_C_Rg70to1050-CE102040-soil-S1_Run190.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_49_S40-D89_A_Rg70to1050-CE102040-soil-S1_Run31.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_4_S17-D30_A_Rg70to1050-CE102040-soil-S1_Run59.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_50_S40-D89_B_Rg70to1050-CE205060-soil-S1_Run141.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_51_S40-D89_C_Rg70to1050-CE102040-soil-S1_Run221.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_52_S53-D89_A_Rg70to1050-CE102040-soil-S1_Run65.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_53_S53-D89_B_Rg70to1050-CE205060-soil-S1_Run151.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_54_S53-D89_C_Rg70to1050-CE102040-soil-S1_Run200.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_55_Neg-D30_A_Rg70to1050-CE102040-soil-S1_Run80.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_56_Neg-D30_B_Rg70to1050-CE205060-soil-S1_Run92.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_57_Neg-D30_C_Rg70to1050-CE102040-soil-S1_Run218.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_58_Neg-D45_A_Rg70to1050-CE102040-soil-S1_Run55.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_59_Neg-D45_B_Rg70to1050-CE205060-soil-S1_Run129.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_5_S17-D30_B_Rg70to1050-CE205060-soil-S1_Run101.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_60_Neg-D45_C_Rg70to1050-CE102040-soil-S1_Run224.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_61_Neg-D89_A_Rg70to1050-CE102040-soil-S1_Run62.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_62_Neg-D89_B_Rg70to1050-CE205060-soil-S1_Run132.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_63_Neg-D89_C_Rg70to1050-CE102040-soil-S1_Run209.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_64_Sterile-sand_A_Rg70to1050-CE102040-soil-S1_Run34.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_66_Sterile-BGramaLit_A_Rg70to1050-CE102040-soil-S1_Run46.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_67_Sterile-sand_B_Rg70to1050-CE205060-soil-S1_Run135.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_69_Sterile-BGramaLit_B_Rg70to1050-CE205060-soil-S1_Run157.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_6_S17-D30_C_Rg70to1050-CE102040-soil-S1_Run169.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_70_Sterile-sand_C_Rg70to1050-CE102040-soil-S1_Run160.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_72_Sterile-BGramaLit_C_Rg70to1050-CE102040-soil-S1_Run172.mzML	Q Exactive|MS:1001911	electrospray ionization (positive)	normal phase (HILIC)	2021	United States of America	terrestrial biome	soil	not specified	water (100%) (deg_C_NOS)	environmental	culture_multiplespecies	MSV000094090
