MassiveID	filename	SampleType	SampleTypeSub1	SampleCollectionDateandTime	Country	LatitudeandLongitude	DepthorAltitudeMeters	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ENVOLocalScaleIndex	ENVOBroadScaleIndex	ENVOMediumScaleIndex	USI
MSV000089942	Diel2022_01.mzML	environmental	dissolvedorganicmatter_water_saline	7/6/2022 14:40	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_02.mzML	environmental	dissolvedorganicmatter_water_saline	7/6/22 20:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_03.mzML	environmental	dissolvedorganicmatter_water_saline	7/6/22 20:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_04.mzML	environmental	dissolvedorganicmatter_water_saline	7/7/22 0:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_05.mzML	environmental	dissolvedorganicmatter_water_saline	7/7/22 6:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_06.mzML	environmental	dissolvedorganicmatter_water_saline	7/7/22 12:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_07.mzML	environmental	dissolvedorganicmatter_water_saline	7/7/22 20:10	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_08.mzML	environmental	dissolvedorganicmatter_water_saline	7/8/22 0:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_09.mzML	environmental	dissolvedorganicmatter_water_saline	7/8/22 6:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_10.mzML	environmental	dissolvedorganicmatter_water_saline	7/8/22 13:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_12.mzML	environmental	dissolvedorganicmatter_water_saline	7/8/22 20:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_13.mzML	environmental	dissolvedorganicmatter_water_saline	7/9/22 0:00	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_14.mzML	environmental	dissolvedorganicmatter_water_saline	7/9/22 6:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
MSV000089942	Diel2022_15.mzML	environmental	dissolvedorganicmatter_water_saline	7/9/22 6:30	United States of America	32.86701|-117.25714	0.0	marine biome	sea water				2022	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	LTQ Orbitrap|MS:1000449	electrospray ionization (positive)	reverse phase (C18)												
